Dataset id,SDG,CSTest,CSTest_time,Quality,Original dataset
SD0Q500_8,SD0Q500,1.0,0.0007881000000002913,Q500,D0
SD0Q500_9,SD0Q500,0.9869226584392448,0.0011492999999997977,Q500,D0
SD1Q1000_0,SD1Q1000,0.9152279309015569,0.0030858999999994197,Q1000,D1
SD1Q1000_1,SD1Q1000,0.9245822565715749,0.0023916000000001603,Q1000,D1
SD1Q1000_2,SD1Q1000,0.9202348654133937,0.0017054000000005232,Q1000,D1
SD1Q1000_3,SD1Q1000,0.9228534564131341,0.0018026000000004316,Q1000,D1
SD1Q1000_4,SD1Q1000,0.9367698679582246,0.0025102999999999653,Q1000,D1
SD1Q1000_5,SD1Q1000,0.9295379322387977,0.0016929000000001082,Q1000,D1
SD1Q1000_6,SD1Q1000,0.9217625934094785,0.0016918999999999684,Q1000,D1
SD1Q1000_7,SD1Q1000,0.929588775195836,0.0032754999999999868,Q1000,D1
SD1Q1000_8,SD1Q1000,0.9173498809081367,0.0018684999999996066,Q1000,D1
SD1Q1000_9,SD1Q1000,0.9388269120011558,0.002012099999999961,Q1000,D1
SD1Q100_0,SD1Q100,0.9307055885587181,0.001734700000000089,Q100,D1
SD1Q100_1,SD1Q100,0.9406483867646578,0.0021049999999993574,Q100,D1
SD1Q100_2,SD1Q100,0.96287754726328,0.0016844000000002524,Q100,D1
SD1Q100_3,SD1Q100,0.9472760728386092,0.0017089999999999606,Q100,D1
SD1Q100_4,SD1Q100,0.923798861484955,0.0018688000000004479,Q100,D1
SD1Q100_5,SD1Q100,0.9343359785352716,0.001778700000000022,Q100,D1
SD1Q100_6,SD1Q100,0.9404645375892372,0.0022674999999994228,Q100,D1
SD1Q100_7,SD1Q100,0.9504553626432932,0.00171790000000005,Q100,D1
SD1Q100_8,SD1Q100,0.9486280601676607,0.001686199999999971,Q100,D1
SD1Q100_9,SD1Q100,0.9347709872315446,0.0023594000000004556,Q100,D1
SD1Q10_0,SD1Q10,0.6328504772412954,0.0029865999999998394,Q10,D1
SD1Q10_1,SD1Q10,0.6000723073604357,0.0018617000000000772,Q10,D1
SD1Q10_2,SD1Q10,0.6492042352698685,0.004401000000000543,Q10,D1
SD1Q10_3,SD1Q10,0.6508498999730786,0.0019271999999999068,Q10,D1
SD1Q10_4,SD1Q10,0.6179074256840472,0.002420100000000147,Q10,D1
SD1Q10_5,SD1Q10,0.6310063811441872,0.001949100000000037,Q10,D1
SD1Q10_6,SD1Q10,0.6226819890612297,0.0017005000000001047,Q10,D1
SD1Q10_7,SD1Q10,0.6232846890962753,0.0017583999999999378,Q10,D1
SD1Q10_8,SD1Q10,0.6427609169637823,0.0021946000000001575,Q10,D1
SD1Q10_9,SD1Q10,0.6335163796795102,0.002696099999999646,Q10,D1
SD1Q1500_0,SD1Q1500,0.9476015982784212,0.0017545999999999395,Q1500,D1
SD1Q1500_1,SD1Q1500,0.9498100215226731,0.0033069000000001125,Q1500,D1
SD1Q1500_2,SD1Q1500,0.9564211547225762,0.0025004000000006243,Q1500,D1
SD1Q1500_3,SD1Q1500,0.9486295378279113,0.0020900000000008134,Q1500,D1
SD1Q1500_4,SD1Q1500,0.947824481408056,0.00232589999999977,Q1500,D1
SD1Q1500_5,SD1Q1500,0.9527772084442301,0.005239699999999736,Q1500,D1
SD1Q1500_6,SD1Q1500,0.9565188332898295,0.004643699999999917,Q1500,D1
SD1Q1500_7,SD1Q1500,0.9408314693540302,0.004024199999999922,Q1500,D1
SD1Q1500_8,SD1Q1500,0.9476053789764723,0.0022180000000000533,Q1500,D1
SD1Q1500_9,SD1Q1500,0.9493976629839883,0.0023382999999999043,Q1500,D1
SD1Q500_0,SD1Q500,0.9400252159650175,0.004377799999999432,Q500,D1
SD1Q500_1,SD1Q500,0.9372871405391594,0.003419000000000061,Q500,D1
SD1Q500_2,SD1Q500,0.9442899215571954,0.003450499999999579,Q500,D1
SD1Q500_3,SD1Q500,0.9438378674356865,0.0020364000000006044,Q500,D1
SD1Q500_4,SD1Q500,0.9357920323248627,0.0033080000000005327,Q500,D1
SD1Q500_5,SD1Q500,0.9220712834453568,0.0019532999999993805,Q500,D1
SD1Q500_6,SD1Q500,0.9304292787496369,0.0024062999999996393,Q500,D1
SD1Q500_7,SD1Q500,0.9584572810543,0.00329870000000021,Q500,D1
SD1Q500_8,SD1Q500,0.9279102893534731,0.00391169999999974,Q500,D1
SD1Q500_9,SD1Q500,0.935799597183094,0.0020531999999997552,Q500,D1
SD205Q1000_0,SD205Q1000,0.9899488884137266,0.006063500000000666,Q1000,D205
SD205Q1000_1,SD205Q1000,0.9898800155961966,0.0061037999999999926,Q1000,D205
SD205Q1000_2,SD205Q1000,0.9900218377959756,0.005745199999999784,Q1000,D205
SD205Q1000_3,SD205Q1000,0.9957222460313047,0.0073459999999991865,Q1000,D205
SD205Q1000_4,SD205Q1000,0.9923838621639909,0.004183499999999896,Q1000,D205
SD205Q1000_5,SD205Q1000,0.9884017679741077,0.004342600000000196,Q1000,D205
SD205Q1000_6,SD205Q1000,0.9919552650435103,0.004877599999999482,Q1000,D205
SD205Q1000_7,SD205Q1000,0.9921766429476996,0.004546099999999775,Q1000,D205
SD205Q1000_8,SD205Q1000,0.9894844670511814,0.004447599999999774,Q1000,D205
SD205Q1000_9,SD205Q1000,0.9909056192261166,0.004753100000000288,Q1000,D205
SD205Q100_0,SD205Q100,0.9864344065623861,0.004961699999999958,Q100,D205
SD205Q100_1,SD205Q100,0.9861067356098993,0.0040300000000002,Q100,D205
SD205Q100_2,SD205Q100,0.985907749804675,0.00516559999999977,Q100,D205
SD205Q100_3,SD205Q100,0.9839428033657966,0.0038330000000001974,Q100,D205
SD205Q100_4,SD205Q100,0.9846445962019977,0.009338899999999484,Q100,D205
SD205Q100_5,SD205Q100,0.9846802145565539,0.0090874000000003,Q100,D205
SD205Q100_6,SD205Q100,0.9822156301330912,0.004569800000000512,Q100,D205
SD205Q100_7,SD205Q100,0.9814710497970534,0.005888999999999811,Q100,D205
SD205Q100_8,SD205Q100,0.9814694088196617,0.005667700000000053,Q100,D205
SD205Q100_9,SD205Q100,0.9898257140105539,0.003984200000000548,Q100,D205
SD205Q10_0,SD205Q10,0.8948295425943307,0.004688499999999429,Q10,D205
SD205Q10_1,SD205Q10,0.8905675357968486,0.0058973999999993865,Q10,D205
SD205Q10_2,SD205Q10,0.8893580959350104,0.004373299999999247,Q10,D205
SD205Q10_3,SD205Q10,0.890094206896457,0.005507800000000174,Q10,D205
SD205Q10_4,SD205Q10,0.884770419164394,0.004390700000000081,Q10,D205
SD205Q10_5,SD205Q10,0.8939064851104493,0.005383899999999997,Q10,D205
SD205Q10_6,SD205Q10,0.8909581092954901,0.005523900000000026,Q10,D205
SD205Q10_7,SD205Q10,0.8841351882087636,0.003884999999999472,Q10,D205
SD205Q10_8,SD205Q10,0.8928214246277355,0.004016899999999879,Q10,D205
SD205Q10_9,SD205Q10,0.8931442819023493,0.005259299999999634,Q10,D205
SD205Q1500_0,SD205Q1500,0.9523208424446474,0.003902300000000025,Q1500,D205
SD205Q1500_1,SD205Q1500,0.9485656196309034,0.005145599999999639,Q1500,D205
SD205Q1500_2,SD205Q1500,0.9470776080845444,0.004208199999999884,Q1500,D205
SD205Q1500_3,SD205Q1500,0.9473889801626927,0.00544879999999992,Q1500,D205
SD205Q1500_4,SD205Q1500,0.9519570743657046,0.004107099999999697,Q1500,D205
SD205Q1500_5,SD205Q1500,0.9558663043121982,0.0066325999999996554,Q1500,D205
SD205Q1500_6,SD205Q1500,0.952643002855441,0.004798299999999145,Q1500,D205
SD205Q1500_7,SD205Q1500,0.9555779554792789,0.004897800000000174,Q1500,D205
SD205Q1500_8,SD205Q1500,0.95090758489478,0.006574399999999869,Q1500,D205
SD205Q1500_9,SD205Q1500,0.9491683116828025,0.009143299999999854,Q1500,D205
SD205Q500_0,SD205Q500,0.9696209312115194,0.006030499999999606,Q500,D205
SD205Q500_1,SD205Q500,0.9650900542718025,0.006629300000000171,Q500,D205
SD205Q500_2,SD205Q500,0.9719608250867054,0.005889499999999437,Q500,D205
SD205Q500_3,SD205Q500,0.9693523637763773,0.005397799999999897,Q500,D205
SD205Q500_4,SD205Q500,0.9655040284791895,0.005379800000000046,Q500,D205
SD205Q500_5,SD205Q500,0.9724120768219763,0.0038676999999998074,Q500,D205
SD205Q500_6,SD205Q500,0.9674307526012612,0.00779870000000038,Q500,D205
SD205Q500_7,SD205Q500,0.9671348205844513,0.005990399999999951,Q500,D205
SD205Q500_8,SD205Q500,0.9640613036387666,0.009638799999999392,Q500,D205
SD205Q500_9,SD205Q500,0.9700220542287944,0.00943000000000005,Q500,D205
SD305Q1000_0,SD305Q1000,0.999999996275623,0.03263150000000081,Q1000,D305
SD305Q1000_1,SD305Q1000,0.9999999982726838,0.05407869999999981,Q1000,D305
SD305Q1000_2,SD305Q1000,0.9999999924586517,0.034579799999999494,Q1000,D305
SD305Q1000_3,SD305Q1000,0.9999999893976802,0.03417600000000043,Q1000,D305
SD305Q1000_4,SD305Q1000,0.9999999972756646,0.02734740000000002,Q1000,D305
SD305Q1000_5,SD305Q1000,0.9999999954060395,0.030637800000000937,Q1000,D305
SD305Q1000_6,SD305Q1000,0.999999995904444,0.028449199999998953,Q1000,D305
SD305Q1000_7,SD305Q1000,0.9999999921405153,0.03136160000000032,Q1000,D305
SD305Q1000_8,SD305Q1000,0.9999999882657811,0.027895400000000237,Q1000,D305
SD305Q1000_9,SD305Q1000,0.9999999937411109,0.027990000000000848,Q1000,D305
SD305Q100_0,SD305Q100,0.995682043618044,0.037718000000001695,Q100,D305
SD305Q100_1,SD305Q100,0.9950218644868912,0.12543469999999957,Q100,D305
SD305Q100_2,SD305Q100,0.994388777167004,0.02525319999999809,Q100,D305
SD305Q100_3,SD305Q100,0.99501475292764,0.02764799999999923,Q100,D305
SD305Q100_4,SD305Q100,0.9961499734095559,0.026538999999999646,Q100,D305
SD305Q100_5,SD305Q100,0.9957555080883779,0.025672999999997614,Q100,D305
SD305Q100_6,SD305Q100,0.9957095003613764,0.029437200000000274,Q100,D305
SD305Q100_7,SD305Q100,0.9956585024226864,0.032590200000001346,Q100,D305
SD305Q100_8,SD305Q100,0.9951749049819346,0.026418100000000777,Q100,D305
SD305Q100_9,SD305Q100,0.9949660724917067,0.02485380000000248,Q100,D305
SD305Q10_0,SD305Q10,0.9377433420282034,0.028444900000000217,Q10,D305
SD305Q10_1,SD305Q10,0.9382151709731595,0.02748629999999963,Q10,D305
SD305Q10_2,SD305Q10,0.9332664391388428,0.030970700000001017,Q10,D305
SD305Q10_3,SD305Q10,0.933538180654292,0.02708330000000103,Q10,D305
SD305Q10_4,SD305Q10,0.9377433420282034,0.028094200000001734,Q10,D305
SD305Q10_5,SD305Q10,0.9377433420282034,0.10605029999999971,Q10,D305
SD305Q10_6,SD305Q10,0.9377433420282034,0.027964900000000625,Q10,D305
SD305Q10_7,SD305Q10,0.9370703767172671,0.027720299999998588,Q10,D305
SD305Q10_8,SD305Q10,0.9320402753988449,0.030936300000000472,Q10,D305
SD305Q10_9,SD305Q10,0.9365970711281175,0.03243499999999955,Q10,D305
SD305Q1500_0,SD305Q1500,0.9999997852615712,0.02946929999999881,Q1500,D305
SD305Q1500_1,SD305Q1500,0.9999998906075064,0.027520299999999054,Q1500,D305
SD305Q1500_2,SD305Q1500,0.99999981137368,0.03104770000000201,Q1500,D305
SD305Q1500_3,SD305Q1500,0.9999998106311222,0.02792309999999887,Q1500,D305
SD305Q1500_4,SD305Q1500,0.9999998683531524,0.028654199999998298,Q1500,D305
SD305Q1500_5,SD305Q1500,0.9999998925022732,0.028790199999999544,Q1500,D305
SD305Q1500_6,SD305Q1500,0.999999890246273,0.03973889999999969,Q1500,D305
SD305Q1500_7,SD305Q1500,0.9999999032316146,0.031831399999997956,Q1500,D305
SD305Q1500_8,SD305Q1500,0.9999998560337431,0.12434079999999881,Q1500,D305
SD305Q1500_9,SD305Q1500,0.9999997738466422,0.027598700000002196,Q1500,D305
SD305Q500_0,SD305Q500,0.9999734412717556,0.02775529999999904,Q500,D305
SD305Q500_1,SD305Q500,0.999983348485648,0.03121280000000226,Q500,D305
SD305Q500_2,SD305Q500,0.9999827837076173,0.030213899999999683,Q500,D305
SD305Q500_3,SD305Q500,0.9999745452218384,0.027814499999998077,Q500,D305
SD305Q500_4,SD305Q500,0.9999770089051011,0.02823360000000008,Q500,D305
SD305Q500_5,SD305Q500,0.9999699196517778,0.043393800000004035,Q500,D305
SD305Q500_6,SD305Q500,0.9999776354046715,0.03654019999999747,Q500,D305
SD305Q500_7,SD305Q500,0.9999764476821414,0.03817579999999765,Q500,D305
SD305Q500_8,SD305Q500,0.9999822140943863,0.027883500000001504,Q500,D305
SD305Q500_9,SD305Q500,0.9999759993598138,0.031073599999999146,Q500,D305
SD405Q1000_0,SD405Q1000,0.87934454380516,0.005209499999999423,Q1000,D405
SD405Q1000_1,SD405Q1000,0.880730005016343,0.006150400000002776,Q1000,D405
SD405Q1000_2,SD405Q1000,0.8808603988778931,0.00612819999999914,Q1000,D405
SD405Q1000_3,SD405Q1000,0.8795000166824243,0.006017900000003351,Q1000,D405
SD405Q1000_4,SD405Q1000,0.8790807914360483,0.004781899999997563,Q1000,D405
SD405Q1000_5,SD405Q1000,0.8807879217660796,0.0062621999999947775,Q1000,D405
SD405Q1000_6,SD405Q1000,0.8802763273696221,0.010636100000006365,Q1000,D405
SD405Q1000_7,SD405Q1000,0.8810926786870827,0.007003499999996166,Q1000,D405
SD405Q1000_8,SD405Q1000,0.8817533987313337,0.004049000000001968,Q1000,D405
SD405Q1000_9,SD405Q1000,0.8787832436237539,0.0066698000000045,Q1000,D405
SD405Q100_0,SD405Q100,0.8850133684343127,0.007042599999998345,Q100,D405
SD405Q100_1,SD405Q100,0.8824936322413182,0.006308600000004105,Q100,D405
SD405Q100_2,SD405Q100,0.8846972489995878,0.006332499999999186,Q100,D405
SD405Q100_3,SD405Q100,0.8809682329952733,0.005385700000005045,Q100,D405
SD405Q100_4,SD405Q100,0.8829292166637975,0.0054196000000032996,Q100,D405
SD405Q100_5,SD405Q100,0.879647994689996,0.009956999999999994,Q100,D405
SD405Q100_6,SD405Q100,0.8796189713463813,0.005334799999999973,Q100,D405
SD405Q100_7,SD405Q100,0.882345193440373,0.005301400000000456,Q100,D405
SD405Q100_8,SD405Q100,0.8806523710324791,0.005465700000002016,Q100,D405
SD405Q100_9,SD405Q100,0.8797653583313949,0.007263999999999271,Q100,D405
SD405Q10_0,SD405Q10,0.5511554815976262,0.005620700000001477,Q10,D405
SD405Q10_1,SD405Q10,0.5607675811696216,0.005153999999997438,Q10,D405
SD405Q10_2,SD405Q10,0.562101690057902,0.004808599999996943,Q10,D405
SD405Q10_3,SD405Q10,0.5547522120281756,0.005587099999999623,Q10,D405
SD405Q10_4,SD405Q10,0.5537734644131957,0.006177100000002156,Q10,D405
SD405Q10_5,SD405Q10,0.5552736903248825,0.006540599999993901,Q10,D405
SD405Q10_6,SD405Q10,0.5572491739117127,0.004712300000001335,Q10,D405
SD405Q10_7,SD405Q10,0.556008630232123,0.005488299999996116,Q10,D405
SD405Q10_8,SD405Q10,0.5512357246796319,0.006628900000002602,Q10,D405
SD405Q10_9,SD405Q10,0.5587549283339552,0.0065099999999986835,Q10,D405
SD405Q1500_0,SD405Q1500,0.9838864362617082,0.004386699999997745,Q1500,D405
SD405Q1500_1,SD405Q1500,0.9847066916483934,0.00425870000000117,Q1500,D405
SD405Q1500_2,SD405Q1500,0.9860217692395755,0.004613700000000165,Q1500,D405
SD405Q1500_3,SD405Q1500,0.9816153886801445,0.007771899999994503,Q1500,D405
SD405Q1500_4,SD405Q1500,0.9859838266782298,0.007283899999997345,Q1500,D405
SD405Q1500_5,SD405Q1500,0.9837851623284936,0.0066599999999965576,Q1500,D405
SD405Q1500_6,SD405Q1500,0.9829944655903291,0.005272499999996683,Q1500,D405
SD405Q1500_7,SD405Q1500,0.9847422179371477,0.005928500000003112,Q1500,D405
SD405Q1500_8,SD405Q1500,0.9853114599404044,0.005416699999997832,Q1500,D405
SD405Q1500_9,SD405Q1500,0.9888804794574736,0.006072600000003092,Q1500,D405
SD405Q500_0,SD405Q500,0.8763771741487013,0.005038100000000156,Q500,D405
SD405Q500_1,SD405Q500,0.8769023760608728,0.004970299999996541,Q500,D405
SD405Q500_2,SD405Q500,0.8709712778942389,0.005037899999997819,Q500,D405
SD405Q500_3,SD405Q500,0.872102052327908,0.005512499999994702,Q500,D405
SD405Q500_4,SD405Q500,0.8718856669984945,0.006400300000002801,Q500,D405
SD405Q500_5,SD405Q500,0.8742677986357754,0.005412900000003162,Q500,D405
SD405Q500_6,SD405Q500,0.8770690073934644,0.005128900000002545,Q500,D405
SD405Q500_7,SD405Q500,0.8769192263962995,0.005185600000004342,Q500,D405
SD405Q500_8,SD405Q500,0.8738896150046593,0.0047706999999945765,Q500,D405
SD405Q500_9,SD405Q500,0.876997741754404,0.005550999999996975,Q500,D405
