Dataset id,SDG,CrCl,CrCl_time,Quality,Original dataset
SD0Q10_4,SD0Q10,0.0606060606060606,0.1104576000000001,Q10,D0
SD0Q10_5,SD0Q10,0.1959183673469387,0.1267088999999988,Q10,D0
SD0Q10_6,SD0Q10,0.4354066985645932,0.1177899999999994,Q10,D0
SD0Q10_7,SD0Q10,0.3945578231292517,0.1294649000000003,Q10,D0
SD0Q10_8,SD0Q10,0.2669491525423729,0.1698669000000006,Q10,D0
SD0Q10_9,SD0Q10,0.2621951219512194,0.1409162999999988,Q10,D0
SD0Q1500_0,SD0Q1500,0.5849462365591397,0.1520298000000011,Q1500,D0
SD0Q1500_1,SD0Q1500,0.5822784810126583,0.1360823999999993,Q1500,D0
SD0Q1500_2,SD0Q1500,0.5292740046838407,0.1099550000000011,Q1500,D0
SD0Q1500_3,SD0Q1500,0.6270491803278688,0.1225065999999994,Q1500,D0
SD0Q1500_4,SD0Q1500,0.6295503211991434,0.118462899999999,Q1500,D0
SD0Q1500_5,SD0Q1500,0.5867237687366167,0.1260001000000006,Q1500,D0
SD0Q1500_6,SD0Q1500,0.5695652173913043,0.1243135999999989,Q1500,D0
SD0Q1500_7,SD0Q1500,0.6176470588235294,0.1157479000000005,Q1500,D0
SD0Q1500_8,SD0Q1500,0.6017316017316017,0.109979899999999,Q1500,D0
SD0Q1500_9,SD0Q1500,0.619047619047619,0.1212523999999994,Q1500,D0
SD0Q500_0,SD0Q500,0.1976047904191616,0.1135251000000003,Q500,D0
SD0Q500_1,SD0Q500,0.1846153846153846,0.1233173,Q500,D0
SD0Q500_2,SD0Q500,0.1129568106312292,0.1222678999999988,Q500,D0
SD0Q500_3,SD0Q500,0.16,0.1631294000000007,Q500,D0
SD0Q500_4,SD0Q500,0.03584229390681,0.142194400000001,Q500,D0
SD0Q500_5,SD0Q500,0.1717791411042944,0.1110023000000008,Q500,D0
SD0Q500_6,SD0Q500,0.2528735632183908,0.1383849999999995,Q500,D0
SD0Q500_7,SD0Q500,0.2320441988950276,0.1162726999999996,Q500,D0
SD0Q500_8,SD0Q500,0.3467336683417086,0.1288657999999998,Q500,D0
SD0Q500_9,SD0Q500,0.2388059701492537,0.1457399000000006,Q500,D0
SD1Q1000_0,SD1Q1000,0.4321599279135301,1.0664844999999996,Q1000,D1
SD1Q1000_1,SD1Q1000,0.4770931254191159,1.0452569999999994,Q1000,D1
SD1Q1000_2,SD1Q1000,0.4366774914616623,1.0892720999999987,Q1000,D1
SD1Q1000_3,SD1Q1000,0.489934865584377,1.0910422999999998,Q1000,D1
SD1Q1000_4,SD1Q1000,0.338558899319293,1.1275234999999988,Q1000,D1
SD1Q1000_5,SD1Q1000,0.3016874038975682,1.086590600000001,Q1000,D1
SD1Q1000_6,SD1Q1000,0.3946086635226603,1.0132320999999995,Q1000,D1
SD1Q1000_7,SD1Q1000,0.2430744418708279,0.9517039999999994,Q1000,D1
SD1Q1000_8,SD1Q1000,0.4247660702890379,1.0751428000000018,Q1000,D1
SD1Q1000_9,SD1Q1000,0.3926850080907851,0.990211300000002,Q1000,D1
SD1Q100_0,SD1Q100,0.3933790345960578,0.9485324000000012,Q100,D1
SD1Q100_1,SD1Q100,0.3142859076726657,1.075619800000002,Q100,D1
SD1Q100_2,SD1Q100,0.3550889842114212,1.0948933999999984,Q100,D1
SD1Q100_3,SD1Q100,0.42168642470737955,1.1094974000000004,Q100,D1
SD1Q100_4,SD1Q100,0.33702478308207307,1.0244495000000011,Q100,D1
SD1Q100_5,SD1Q100,0.37225591124670354,1.043584000000001,Q100,D1
SD1Q100_6,SD1Q100,0.3733375372388448,1.080382499999999,Q100,D1
SD1Q100_7,SD1Q100,0.25862626059570587,0.9963522999999999,Q100,D1
SD1Q100_8,SD1Q100,0.27052326779744656,1.0596154999999996,Q100,D1
SD1Q100_9,SD1Q100,0.25847510004402924,1.0377161999999984,Q100,D1
SD1Q10_0,SD1Q10,0.21861138599038124,1.1086331000000023,Q10,D1
SD1Q10_1,SD1Q10,0.3498011670839687,1.0246651999999976,Q10,D1
SD1Q10_2,SD1Q10,0.3271990556993535,0.9911730999999975,Q10,D1
SD1Q10_3,SD1Q10,0.22974173806419085,0.9796352000000006,Q10,D1
SD1Q10_4,SD1Q10,0.3503510358687913,1.0074754000000006,Q10,D1
SD1Q10_5,SD1Q10,0.172268032325809,1.0895622999999972,Q10,D1
SD1Q10_6,SD1Q10,0.22835132384405193,1.0985127999999982,Q10,D1
SD1Q10_7,SD1Q10,0.19761634234683698,1.0663468999999992,Q10,D1
SD1Q10_8,SD1Q10,0.044179021761068915,0.9636879,Q10,D1
SD1Q10_9,SD1Q10,0.08505867183912295,1.0687400000000018,Q10,D1
SD1Q1500_0,SD1Q1500,0.47569087984729297,1.1204788000000008,Q1500,D1
SD1Q1500_1,SD1Q1500,0.4734944115449543,1.011945100000002,Q1500,D1
SD1Q1500_2,SD1Q1500,0.4645115707432309,1.045818999999998,Q1500,D1
SD1Q1500_3,SD1Q1500,0.4354029027261229,1.1071235000000001,Q1500,D1
SD1Q1500_4,SD1Q1500,0.39938536553829024,1.1352429000000015,Q1500,D1
SD1Q1500_5,SD1Q1500,0.3508888486987636,0.9992024000000015,Q1500,D1
SD1Q1500_6,SD1Q1500,0.32328881561746875,1.0687481000000005,Q1500,D1
SD1Q1500_7,SD1Q1500,0.2915001282771611,1.0559303,Q1500,D1
SD1Q1500_8,SD1Q1500,0.37484676308894926,1.0576396999999957,Q1500,D1
SD1Q1500_9,SD1Q1500,0.4076351279346138,1.0114029000000002,Q1500,D1
SD1Q500_0,SD1Q500,0.386178061628719,1.0072817999999941,Q500,D1
SD1Q500_1,SD1Q500,0.3624203580890169,0.8897644999999983,Q500,D1
SD1Q500_2,SD1Q500,0.33428944524369314,1.7004877000000036,Q500,D1
SD1Q500_3,SD1Q500,0.36703632804620645,1.5532961999999984,Q500,D1
SD1Q500_4,SD1Q500,0.3493230343249022,1.1477243000000001,Q500,D1
SD1Q500_5,SD1Q500,0.27986390894451685,1.0176952999999997,Q500,D1
SD1Q500_6,SD1Q500,0.39054830646509775,0.8452692999999982,Q500,D1
SD1Q500_7,SD1Q500,0.28191049943807445,0.8409671999999944,Q500,D1
SD1Q500_8,SD1Q500,0.13294895428146153,0.7751991000000018,Q500,D1
SD1Q500_9,SD1Q500,0.3043170993589634,0.767742400000003,Q500,D1
SD205Q1000_0,SD205Q1000,0.2490478409582504,4.639470000000003,Q1000,D205
SD205Q1000_1,SD205Q1000,0.24235285885776,4.445704999999997,Q1000,D205
SD205Q1000_2,SD205Q1000,0.23132259078908768,4.190156699999996,Q1000,D205
SD205Q1000_3,SD205Q1000,0.22209777801065306,4.532351399999996,Q1000,D205
SD205Q1000_4,SD205Q1000,0.25037751491124416,4.145488300000011,Q1000,D205
SD205Q1000_5,SD205Q1000,0.24802925562125439,4.378688699999998,Q1000,D205
SD205Q1000_6,SD205Q1000,0.22883350688742574,4.226161899999994,Q1000,D205
SD205Q1000_7,SD205Q1000,0.24121591606437062,4.514214199999998,Q1000,D205
SD205Q1000_8,SD205Q1000,0.22456720509360464,4.226877700000003,Q1000,D205
SD205Q1000_9,SD205Q1000,0.2350236178845131,4.453677599999992,Q1000,D205
SD205Q100_0,SD205Q100,0.18113003577052642,4.238457999999994,Q100,D205
SD205Q100_1,SD205Q100,0.16997921848017625,4.542113300000011,Q100,D205
SD205Q100_2,SD205Q100,0.20714426954833884,4.289418100000006,Q100,D205
SD205Q100_3,SD205Q100,0.18451159046349802,4.533761499999997,Q100,D205
SD205Q100_4,SD205Q100,0.18777749952594477,5.902422400000006,Q100,D205
SD205Q100_5,SD205Q100,0.1861949424845905,4.745944600000001,Q100,D205
SD205Q100_6,SD205Q100,0.20666810157859233,4.711142299999992,Q100,D205
SD205Q100_7,SD205Q100,0.18146308886471552,4.348940699999986,Q100,D205
SD205Q100_8,SD205Q100,0.18276767393875054,4.555198300000001,Q100,D205
SD205Q100_9,SD205Q100,0.17846768252344625,4.138626999999985,Q100,D205
SD205Q10_0,SD205Q10,0.1995808478509253,4.50527120000001,Q10,D205
SD205Q10_1,SD205Q10,0.19232556802638204,4.283688399999988,Q10,D205
SD205Q10_2,SD205Q10,0.20324485235839332,4.556480800000003,Q10,D205
SD205Q10_3,SD205Q10,0.19743048295284768,4.403879399999994,Q10,D205
SD205Q10_4,SD205Q10,0.20460759952526986,4.49137429999999,Q10,D205
SD205Q10_5,SD205Q10,0.18940757769085395,4.208608400000003,Q10,D205
SD205Q10_6,SD205Q10,0.20263244971763875,4.389715700000011,Q10,D205
SD205Q10_7,SD205Q10,0.1909941256281181,4.123302800000005,Q10,D205
SD205Q10_8,SD205Q10,0.20525322112933225,4.60483259999998,Q10,D205
SD205Q10_9,SD205Q10,0.18895782368973807,4.166141600000003,Q10,D205
SD205Q1500_0,SD205Q1500,0.2929246494920759,4.498247100000015,Q1500,D205
SD205Q1500_1,SD205Q1500,0.2875824971647529,4.257314699999995,Q1500,D205
SD205Q1500_2,SD205Q1500,0.28593807707243274,4.493497199999979,Q1500,D205
SD205Q1500_3,SD205Q1500,0.28783565098631764,4.395695499999988,Q1500,D205
SD205Q1500_4,SD205Q1500,0.2991365273833106,4.440208399999989,Q1500,D205
SD205Q1500_5,SD205Q1500,0.2858875129735837,4.266713900000013,Q1500,D205
SD205Q1500_6,SD205Q1500,0.2965148651873003,4.511869399999995,Q1500,D205
SD205Q1500_7,SD205Q1500,0.29963799280817105,4.249056100000018,Q1500,D205
SD205Q1500_8,SD205Q1500,0.2959960027403329,4.557543100000004,Q1500,D205
SD205Q1500_9,SD205Q1500,0.29221585298376496,4.29838620000001,Q1500,D205
SD205Q500_0,SD205Q500,0.1994527071188513,4.431881500000003,Q500,D205
SD205Q500_1,SD205Q500,0.20470292851133828,4.301015500000005,Q500,D205
SD205Q500_2,SD205Q500,0.18501679824296077,4.601717900000011,Q500,D205
SD205Q500_3,SD205Q500,0.19111692096813923,4.1824986999999965,Q500,D205
SD205Q500_4,SD205Q500,0.1881266175110171,4.462214599999982,Q500,D205
SD205Q500_5,SD205Q500,0.20579961282714407,4.265420299999988,Q500,D205
SD205Q500_6,SD205Q500,0.2009936137546366,4.467468399999973,Q500,D205
SD205Q500_7,SD205Q500,0.20837760540906194,4.180203399999982,Q500,D205
SD205Q500_8,SD205Q500,0.2046473196674153,4.323307999999997,Q500,D205
SD205Q500_9,SD205Q500,0.18548971443381626,4.232802500000048,Q500,D205
SD305Q1000_0,SD305Q1000,0.5908882028478853,5.533896699999957,Q1000,D305
SD305Q1000_1,SD305Q1000,0.5810224413571832,5.450764300000003,Q1000,D305
SD305Q1000_2,SD305Q1000,0.6020162903545302,5.4295424000000025,Q1000,D305
SD305Q1000_3,SD305Q1000,0.5700261273470908,5.446142400000042,Q1000,D305
SD305Q1000_4,SD305Q1000,0.5729924223440828,5.445265199999994,Q1000,D305
SD305Q1000_5,SD305Q1000,0.567875475812441,6.0617085999999745,Q1000,D305
SD305Q1000_6,SD305Q1000,0.587380022647199,5.642650500000002,Q1000,D305
SD305Q1000_7,SD305Q1000,0.5812259924357869,6.546890599999983,Q1000,D305
SD305Q1000_8,SD305Q1000,0.5685491330381629,6.347562700000026,Q1000,D305
SD305Q1000_9,SD305Q1000,0.5912096445762901,6.664643899999987,Q1000,D305
SD305Q100_0,SD305Q100,0.4240199486927937,7.208815800000025,Q100,D305
SD305Q100_1,SD305Q100,0.4279682687826738,5.850500000000011,Q100,D305
SD305Q100_2,SD305Q100,0.44018321098216795,5.130258000000026,Q100,D305
SD305Q100_3,SD305Q100,0.40569745790987016,6.146261799999991,Q100,D305
SD305Q100_4,SD305Q100,0.40814649193914015,5.359307600000022,Q100,D305
SD305Q100_5,SD305Q100,0.44961136903369747,3.9056039999999825,Q100,D305
SD305Q100_6,SD305Q100,0.4435007004557985,5.3765149999999835,Q100,D305
SD305Q100_7,SD305Q100,0.3965873869835569,5.314595800000006,Q100,D305
SD305Q100_8,SD305Q100,0.42914675259943874,4.923305500000026,Q100,D305
SD305Q100_9,SD305Q100,0.4109152603219637,5.11442999999997,Q100,D305
SD305Q10_0,SD305Q10,0.017945383615084527,5.3731763000000115,Q10,D305
SD305Q10_1,SD305Q10,0.017945383615084527,5.404321400000015,Q10,D305
SD305Q10_2,SD305Q10,0.017950052029136316,5.314598700000033,Q10,D305
SD305Q10_3,SD305Q10,0.017950052029136316,5.610931600000015,Q10,D305
SD305Q10_4,SD305Q10,0.017945383615084527,5.442108900000051,Q10,D305
SD305Q10_5,SD305Q10,0.017945383615084527,5.4242455000000405,Q10,D305
SD305Q10_6,SD305Q10,0.017945383615084527,5.719388299999991,Q10,D305
SD305Q10_7,SD305Q10,0.017945383615084527,5.589230999999984,Q10,D305
SD305Q10_8,SD305Q10,0.017945383615084527,5.320589200000029,Q10,D305
SD305Q10_9,SD305Q10,0.017945383615084527,5.607301199999995,Q10,D305
SD305Q1500_0,SD305Q1500,0.5722319937894873,5.420315899999991,Q1500,D305
SD305Q1500_1,SD305Q1500,0.5838493758244729,5.471255700000029,Q1500,D305
SD305Q1500_2,SD305Q1500,0.5831424959070095,5.450224700000035,Q1500,D305
SD305Q1500_3,SD305Q1500,0.592610359196794,5.563841700000012,Q1500,D305
SD305Q1500_4,SD305Q1500,0.5752041592613716,5.462391100000048,Q1500,D305
SD305Q1500_5,SD305Q1500,0.5610135509243857,5.634435499999995,Q1500,D305
SD305Q1500_6,SD305Q1500,0.5680959925654334,5.511345600000027,Q1500,D305
SD305Q1500_7,SD305Q1500,0.5997256026187346,5.047033200000044,Q1500,D305
SD305Q1500_8,SD305Q1500,0.5806423868948285,5.490042599999981,Q1500,D305
SD305Q1500_9,SD305Q1500,0.5942870966124812,5.485560699999951,Q1500,D305
SD305Q500_0,SD305Q500,0.5824623172899751,5.5532064999999875,Q500,D305
SD305Q500_1,SD305Q500,0.5575490657624231,5.503752999999961,Q500,D305
SD305Q500_2,SD305Q500,0.5175668136851906,5.601489700000002,Q500,D305
SD305Q500_3,SD305Q500,0.5811509443034794,5.314200200000073,Q500,D305
SD305Q500_4,SD305Q500,0.5861767413502287,5.345921999999973,Q500,D305
SD305Q500_5,SD305Q500,0.5334915245951081,5.337357599999905,Q500,D305
SD305Q500_6,SD305Q500,0.5522167069484477,5.4240277000000106,Q500,D305
SD305Q500_7,SD305Q500,0.5661370621388195,4.634629399999994,Q500,D305
SD305Q500_8,SD305Q500,0.552060369297534,4.982419400000026,Q500,D305
SD305Q500_9,SD305Q500,0.5290637014180766,4.095207599999981,Q500,D305
SD405Q1000_0,SD405Q1000,0.24097888476881663,8.308709499999964,Q1000,D405
SD405Q1000_1,SD405Q1000,0.23738760971724876,8.09685449999995,Q1000,D405
SD405Q1000_2,SD405Q1000,0.24064274015656098,8.243582500000002,Q1000,D405
SD405Q1000_3,SD405Q1000,0.24529684022174353,8.07700090000003,Q1000,D405
SD405Q1000_4,SD405Q1000,0.23841296359318978,8.28358030000004,Q1000,D405
SD405Q1000_5,SD405Q1000,0.23242426580155565,8.035276199999998,Q1000,D405
SD405Q1000_6,SD405Q1000,0.2400228101636747,8.098227000000065,Q1000,D405
SD405Q1000_7,SD405Q1000,0.23885103500783422,8.566335800000047,Q1000,D405
SD405Q1000_8,SD405Q1000,0.2404030292501901,9.01717450000001,Q1000,D405
SD405Q1000_9,SD405Q1000,0.23593557319621214,9.594454199999973,Q1000,D405
SD405Q100_0,SD405Q100,0.08834327419919727,10.68690479999998,Q100,D405
SD405Q100_1,SD405Q100,0.09122545715875147,11.263566500000024,Q100,D405
SD405Q100_2,SD405Q100,0.08978302136493212,11.389832800000022,Q100,D405
SD405Q100_3,SD405Q100,0.11230964249441265,10.880248600000073,Q100,D405
SD405Q100_4,SD405Q100,0.08100141911368783,10.384790500000008,Q100,D405
SD405Q100_5,SD405Q100,0.10441088399094955,9.876486999999997,Q100,D405
SD405Q100_6,SD405Q100,0.09994237201071876,9.43667599999992,Q100,D405
SD405Q100_7,SD405Q100,0.10002133158688443,9.250014899999996,Q100,D405
SD405Q100_8,SD405Q100,0.10482372903646144,9.20017329999996,Q100,D405
SD405Q100_9,SD405Q100,0.09186212118742733,9.24717499999997,Q100,D405
SD405Q10_0,SD405Q10,0.09532831688173514,8.95413450000001,Q10,D405
SD405Q10_1,SD405Q10,0.10687708992848423,8.90999480000005,Q10,D405
SD405Q10_2,SD405Q10,0.11423957881880065,8.848841099999959,Q10,D405
SD405Q10_3,SD405Q10,0.12199728477687681,9.017949600000065,Q10,D405
SD405Q10_4,SD405Q10,0.13946319993566003,9.00849740000001,Q10,D405
SD405Q10_5,SD405Q10,0.12013582556477782,8.812420999999972,Q10,D405
SD405Q10_6,SD405Q10,0.12745468746386987,9.208583399999952,Q10,D405
SD405Q10_7,SD405Q10,0.10842623465266231,9.772520699999973,Q10,D405
SD405Q10_8,SD405Q10,0.1402887347314906,9.12225479999995,Q10,D405
SD405Q10_9,SD405Q10,0.11389129527566573,8.12638400000003,Q10,D405
SD405Q1500_0,SD405Q1500,0.26391237468297335,8.37567050000007,Q1500,D405
SD405Q1500_1,SD405Q1500,0.26364082448881293,8.346948800000064,Q1500,D405
SD405Q1500_2,SD405Q1500,0.2665340037686911,8.322046900000032,Q1500,D405
SD405Q1500_3,SD405Q1500,0.27114572122980524,8.348492899999997,Q1500,D405
SD405Q1500_4,SD405Q1500,0.2691680733632682,8.402830299999891,Q1500,D405
SD405Q1500_5,SD405Q1500,0.2642851089608833,8.253762199999983,Q1500,D405
SD405Q1500_6,SD405Q1500,0.2689309146832806,8.437758800000097,Q1500,D405
SD405Q1500_7,SD405Q1500,0.27176385984348833,8.40463109999996,Q1500,D405
SD405Q1500_8,SD405Q1500,0.25863412044393735,8.34101469999996,Q1500,D405
SD405Q1500_9,SD405Q1500,0.2627877368903547,8.350285399999962,Q1500,D405
SD405Q500_0,SD405Q500,0.11488416737431639,8.29544199999998,Q500,D405
SD405Q500_1,SD405Q500,0.10657728200544149,8.278411900000037,Q500,D405
SD405Q500_2,SD405Q500,0.11981801353117455,8.36754350000001,Q500,D405
SD405Q500_3,SD405Q500,0.09372348171632118,8.411584900000094,Q500,D405
SD405Q500_4,SD405Q500,0.10556544653285366,8.294459699999948,Q500,D405
SD405Q500_5,SD405Q500,0.09257359242235716,8.470776999999998,Q500,D405
SD405Q500_6,SD405Q500,0.10749879177223562,8.276578499999914,Q500,D405
SD405Q500_7,SD405Q500,0.09885280923350198,8.304997100000037,Q500,D405
SD405Q500_8,SD405Q500,0.1069021357961622,8.323463400000037,Q500,D405
SD405Q500_9,SD405Q500,0.09680502941609286,8.143609899999888,Q500,D405
