Dataset id,SDG,ContinousKLDivergence,ContinousKLDivergence_time,Quality,Original dataset
SD205Q500_3,SD205Q500,0.8700451860990287,0.0658199999999986,Q500,D205
SD205Q500_4,SD205Q500,0.8741798521640806,0.071787699999998,Q500,D205
SD205Q500_5,SD205Q500,0.8763307536818504,0.063971900000002,Q500,D205
SD205Q500_6,SD205Q500,0.8719957686737371,0.0588160000000002,Q500,D205
SD205Q500_7,SD205Q500,0.881668217450202,0.052337099999999,Q500,D205
SD205Q500_8,SD205Q500,0.8795246153012217,0.0697293999999999,Q500,D205
SD205Q500_9,SD205Q500,0.8742603477524785,0.0674876999999973,Q500,D205
SD305Q1000_0,SD305Q1000,0.9320367540756038,1294.090207,Q1000,D305
SD305Q1000_1,SD305Q1000,0.9323630835411216,1505.8594108999998,Q1000,D305
SD305Q1000_2,SD305Q1000,0.9323969424891794,1514.1049994999998,Q1000,D305
SD305Q1000_3,SD305Q1000,0.9312459677012372,1475.1656703000008,Q1000,D305
SD305Q1000_4,SD305Q1000,0.9311295896977256,1546.4986492999997,Q1000,D305
SD305Q1000_5,SD305Q1000,0.9321754559060026,1528.7224954000003,Q1000,D305
SD305Q1000_6,SD305Q1000,0.9327629902601372,1553.2460556999995,Q1000,D305
SD305Q1000_7,SD305Q1000,0.931458306591594,1555.1043416000011,Q1000,D305
SD305Q1000_8,SD305Q1000,0.9320406294982838,1561.5882769,Q1000,D305
SD305Q1000_9,SD305Q1000,0.9309199884776954,1546.7142237000007,Q1000,D305
SD305Q100_0,SD305Q100,0.8024375241026281,1553.6767753000004,Q100,D305
SD305Q100_1,SD305Q100,0.7979024298727105,1431.7460222000009,Q100,D305
SD305Q100_2,SD305Q100,0.8014022002593536,1192.4817254000009,Q100,D305
SD305Q100_3,SD305Q100,0.799330664692504,1322.2007836000012,Q100,D305
SD305Q100_4,SD305Q100,0.8016847072784284,1127.6108480000005,Q100,D305
SD305Q100_5,SD305Q100,0.7996204051468517,1086.532501499998,Q100,D305
SD305Q100_6,SD305Q100,0.8011733092190599,1078.8863060000003,Q100,D305
SD305Q100_7,SD305Q100,0.8005455888324607,1093.6645897999988,Q100,D305
SD305Q100_8,SD305Q100,0.7993707635732978,1092.0395226,Q100,D305
SD305Q100_9,SD305Q100,0.8020010910477774,1089.7878421000023,Q100,D305
SD305Q10_0,SD305Q10,0.7624660458766259,1092.726023799998,Q10,D305
SD305Q10_1,SD305Q10,0.7626683559892866,1090.1964437999995,Q10,D305
SD305Q10_2,SD305Q10,0.7622759278963551,1086.7207648000003,Q10,D305
SD305Q10_3,SD305Q10,0.7618498252969964,1096.095694399999,Q10,D305
SD305Q10_4,SD305Q10,0.7624660458766259,1086.8763083000013,Q10,D305
SD305Q10_5,SD305Q10,0.7624660458766259,1089.5875796999971,Q10,D305
SD305Q10_6,SD305Q10,0.7624660458766259,1099.985119500001,Q10,D305
SD305Q10_7,SD305Q10,0.7626722077886788,1081.7361251000038,Q10,D305
SD305Q10_8,SD305Q10,0.7624642933357889,1078.5193290000025,Q10,D305
SD305Q10_9,SD305Q10,0.7623779521745914,1096.8769242999988,Q10,D305
SD305Q1500_0,SD305Q1500,0.9224504168207645,1098.5686866999968,Q1500,D305
SD305Q1500_1,SD305Q1500,0.9228714745533422,1107.637293300002,Q1500,D305
SD305Q1500_2,SD305Q1500,0.9221031718771756,1097.1159778,Q1500,D305
SD305Q1500_3,SD305Q1500,0.9215043157924026,1099.0395602999995,Q1500,D305
SD305Q1500_4,SD305Q1500,0.9238655528573642,1099.3914288000014,Q1500,D305
SD305Q1500_5,SD305Q1500,0.921737827154865,1110.270785300003,Q1500,D305
SD305Q1500_6,SD305Q1500,0.9233398842169998,1105.5966648999963,Q1500,D305
SD305Q1500_7,SD305Q1500,0.9219895047909475,1124.2692533000009,Q1500,D305
SD305Q1500_8,SD305Q1500,0.9238415392367199,1363.2817872,Q1500,D305
SD305Q1500_9,SD305Q1500,0.9227522585651674,1247.6794687999998,Q1500,D305
SD305Q500_0,SD305Q500,0.8234382716851248,1053.6212855999997,Q500,D305
SD305Q500_1,SD305Q500,0.8269852424801095,954.2671201000003,Q500,D305
SD305Q500_2,SD305Q500,0.8276712196634737,943.1190943000001,Q500,D305
SD305Q500_3,SD305Q500,0.826261540386698,940.9993221000004,Q500,D305
SD305Q500_4,SD305Q500,0.8291729312342739,956.8947298000003,Q500,D305
SD305Q500_5,SD305Q500,0.8261201521092635,940.2527467999998,Q500,D305
SD305Q500_6,SD305Q500,0.826343137950861,940.6018801999999,Q500,D305
SD305Q500_7,SD305Q500,0.8268872828070498,944.0979972999994,Q500,D305
SD305Q500_8,SD305Q500,0.8265471144980542,943.3967069000009,Q500,D305
SD305Q500_9,SD305Q500,0.8273281761279115,946.4913591000004,Q500,D305
SD405Q1000_0,SD405Q1000,0.8051561396356193,0.04378089999954682,Q1000,D405
SD405Q1000_1,SD405Q1000,0.823590601637328,0.035192499999538995,Q1000,D405
SD405Q1000_2,SD405Q1000,0.8253853380750409,0.05955089999952179,Q1000,D405
SD405Q1000_3,SD405Q1000,0.8175399044520054,0.04347269999925629,Q1000,D405
SD405Q1000_4,SD405Q1000,0.8121742598003409,0.04892930000096385,Q1000,D405
SD405Q1000_5,SD405Q1000,0.8014353775699219,0.054586899999776506,Q1000,D405
SD405Q1000_6,SD405Q1000,0.8307589724847317,0.04474560000016936,Q1000,D405
SD405Q1000_7,SD405Q1000,0.8185184754219732,0.05808840000099735,Q1000,D405
SD405Q1000_8,SD405Q1000,0.81715704631667,0.05322209999940242,Q1000,D405
SD405Q1000_9,SD405Q1000,0.7989507943339619,0.04715360000045621,Q1000,D405
SD405Q100_0,SD405Q100,0.826618973083359,0.0433697000007669,Q100,D405
SD405Q100_1,SD405Q100,0.8137076099318564,0.04675849999875936,Q100,D405
SD405Q100_2,SD405Q100,0.8121786486287323,0.04891940000015893,Q100,D405
SD405Q100_3,SD405Q100,0.8205772274026303,0.03794249999918975,Q100,D405
SD405Q100_4,SD405Q100,0.8064080457722623,0.04228460000013001,Q100,D405
SD405Q100_5,SD405Q100,0.8160560475494745,0.053471799999897485,Q100,D405
SD405Q100_6,SD405Q100,0.827383044169797,0.06637189999855764,Q100,D405
SD405Q100_7,SD405Q100,0.8157636074595812,0.044427700000596815,Q100,D405
SD405Q100_8,SD405Q100,0.8215518840043555,0.04189369999949122,Q100,D405
SD405Q100_9,SD405Q100,0.8272524676682826,0.04496130000006815,Q100,D405
SD405Q10_0,SD405Q10,0.5133592093865408,0.04995939999935217,Q10,D405
SD405Q10_1,SD405Q10,0.5272449754976684,0.04516639999928884,Q10,D405
SD405Q10_2,SD405Q10,0.5310190990579328,0.050374799999190145,Q10,D405
SD405Q10_3,SD405Q10,0.5333478351675082,0.04505289999906381,Q10,D405
SD405Q10_4,SD405Q10,0.5309588671755068,0.042003200000181096,Q10,D405
SD405Q10_5,SD405Q10,0.5251637405687952,0.03930230000150914,Q10,D405
SD405Q10_6,SD405Q10,0.5336320655614663,0.04434450000007928,Q10,D405
SD405Q10_7,SD405Q10,0.5314557211823845,0.047369900001285714,Q10,D405
SD405Q10_8,SD405Q10,0.5178575962951262,0.048333000000639004,Q10,D405
SD405Q10_9,SD405Q10,0.5265374759610115,0.05010749999928521,Q10,D405
SD405Q1500_0,SD405Q1500,0.9190067349134713,0.04730539999945904,Q1500,D405
SD405Q1500_1,SD405Q1500,0.9060876311298641,0.05717300000105752,Q1500,D405
SD405Q1500_2,SD405Q1500,0.9158648310351336,0.04529319999892323,Q1500,D405
SD405Q1500_3,SD405Q1500,0.9159603837099303,0.06505719999950088,Q1500,D405
SD405Q1500_4,SD405Q1500,0.9255983478130815,0.04584749999958149,Q1500,D405
SD405Q1500_5,SD405Q1500,0.9087051523023145,0.0458000999988144,Q1500,D405
SD405Q1500_6,SD405Q1500,0.9198230146882193,0.03740929999912623,Q1500,D405
SD405Q1500_7,SD405Q1500,0.9222170456511717,0.05288669999936246,Q1500,D405
SD405Q1500_8,SD405Q1500,0.9157197828836313,0.05289900000025227,Q1500,D405
SD405Q1500_9,SD405Q1500,0.9171765650964623,0.0375023999986297,Q1500,D405
SD405Q500_0,SD405Q500,0.7995686728605549,0.045591300000523916,Q500,D405
SD405Q500_1,SD405Q500,0.8215211976409388,0.04506310000033409,Q500,D405
SD405Q500_2,SD405Q500,0.8178713011240438,0.042953899999702116,Q500,D405
SD405Q500_3,SD405Q500,0.807556024947744,0.04767630000060308,Q500,D405
SD405Q500_4,SD405Q500,0.8149837175692549,0.04741680000006454,Q500,D405
SD405Q500_5,SD405Q500,0.8223306556821238,0.05322079999859852,Q500,D405
SD405Q500_6,SD405Q500,0.8144052858980844,0.04555880000043544,Q500,D405
SD405Q500_7,SD405Q500,0.8089121729555206,0.04833419999886246,Q500,D405
SD405Q500_8,SD405Q500,0.8257441628281722,0.04664260000026843,Q500,D405
SD405Q500_9,SD405Q500,0.8167858712159256,0.04359010000007402,Q500,D405
