Dataset id,SDG,Cluster_G_1,Cluster_G_1_time,Quality,Original dataset
SD1Q10_1,SD1Q10,12.502105104684992,49.35394279999946,Q10,D1
SD1Q10_2,SD1Q10,14.78932865538567,46.958470900000066,Q10,D1
SD1Q10_3,SD1Q10,13.32072403598103,46.25960589999977,Q10,D1
SD1Q10_4,SD1Q10,13.326649705991771,48.26311059999989,Q10,D1
SD1Q10_5,SD1Q10,13.66731667207673,48.14868650000062,Q10,D1
SD1Q10_6,SD1Q10,11.703191927338358,47.604516200000035,Q10,D1
SD1Q10_7,SD1Q10,13.909885904242966,47.46745100000044,Q10,D1
SD1Q10_8,SD1Q10,12.55483677216344,54.50429179999992,Q10,D1
SD1Q10_9,SD1Q10,15.226928824861606,58.14947459999985,Q10,D1
SD1Q1500_0,SD1Q1500,1.0707079828425792,40.73792270000013,Q1500,D1
SD1Q1500_1,SD1Q1500,1.377479612079936,42.40801689999989,Q1500,D1
SD1Q1500_2,SD1Q1500,1.9525441801499426,40.46692970000004,Q1500,D1
SD1Q1500_3,SD1Q1500,2.305215507746988,42.85784849999982,Q1500,D1
SD1Q1500_4,SD1Q1500,0.789457991321089,41.46120499999961,Q1500,D1
SD1Q1500_5,SD1Q1500,1.1072760510757114,41.82029739999962,Q1500,D1
SD1Q1500_6,SD1Q1500,1.3149519119797446,40.32432349999999,Q1500,D1
SD1Q1500_7,SD1Q1500,1.1614197170436544,39.88892570000007,Q1500,D1
SD1Q1500_8,SD1Q1500,1.88677618312821,41.12991789999978,Q1500,D1
SD1Q1500_9,SD1Q1500,1.554306346138353,40.70467740000004,Q1500,D1
SD1Q500_0,SD1Q500,5.782180252457412,44.71071250000023,Q500,D1
SD1Q500_1,SD1Q500,6.635016402018882,42.79130040000018,Q500,D1
SD1Q500_2,SD1Q500,5.168099124934706,42.5401566999999,Q500,D1
SD1Q500_3,SD1Q500,6.31433776617006,43.91738549999991,Q500,D1
SD1Q500_4,SD1Q500,5.884884368671761,44.43865079999978,Q500,D1
SD1Q500_5,SD1Q500,6.949426074141616,42.47720590000063,Q500,D1
SD1Q500_6,SD1Q500,6.647674955618386,44.83737029999975,Q500,D1
SD1Q500_7,SD1Q500,5.275709188157737,41.721530599999824,Q500,D1
SD1Q500_8,SD1Q500,7.153532359439414,43.42803340000046,Q500,D1
SD1Q500_9,SD1Q500,7.274714009594799,42.801378600000135,Q500,D1
SD205Q1000_0,SD205Q1000,2.102628736670312,284.48174149999977,Q1000,D205
SD205Q1000_1,SD205Q1000,2.2911294519575796,288.9467861000003,Q1000,D205
SD205Q1000_2,SD205Q1000,2.7632922668958884,295.8304460999998,Q1000,D205
SD205Q1000_3,SD205Q1000,2.0037314719890085,287.96653200000037,Q1000,D205
SD205Q1000_4,SD205Q1000,2.391929265152824,282.69420100000025,Q1000,D205
SD205Q1000_5,SD205Q1000,2.5108789656366137,294.28655830000025,Q1000,D205
SD205Q1000_6,SD205Q1000,2.376787362846833,308.50646919999963,Q1000,D205
SD205Q1000_7,SD205Q1000,2.788804507044088,291.82460829999945,Q1000,D205
SD205Q1000_8,SD205Q1000,2.9594184971250694,275.9862673000007,Q1000,D205
SD205Q1000_9,SD205Q1000,1.2677890928464346,287.35217099999863,Q1000,D205
SD205Q100_0,SD205Q100,3.388516001121921,281.9691313000003,Q100,D205
SD205Q100_1,SD205Q100,2.7886682278018418,301.2326377999998,Q100,D205
SD205Q100_2,SD205Q100,2.5205406014465104,309.9584758000001,Q100,D205
SD205Q100_3,SD205Q100,3.281202364316889,286.2985850999994,Q100,D205
SD205Q100_4,SD205Q100,3.533501855109668,270.99870550000014,Q100,D205
SD205Q100_5,SD205Q100,2.2746454553834083,296.6086149999992,Q100,D205
SD205Q100_6,SD205Q100,1.7299362540072232,299.2828950000003,Q100,D205
SD205Q100_7,SD205Q100,2.281198943841399,282.9319679,Q100,D205
SD205Q100_8,SD205Q100,2.417127758836957,299.7532009000006,Q100,D205
SD205Q100_9,SD205Q100,3.0593080916850552,301.52468599999884,Q100,D205
SD205Q10_0,SD205Q10,9.649800875644457,287.7503087999994,Q10,D205
SD205Q10_1,SD205Q10,7.946942434217204,303.8882711999995,Q10,D205
SD205Q10_2,SD205Q10,8.367993822948257,333.9924109000003,Q10,D205
SD205Q10_3,SD205Q10,8.903481785482677,321.6878865999988,Q10,D205
SD205Q10_4,SD205Q10,8.583085418811931,307.799379600001,Q10,D205
SD205Q10_5,SD205Q10,10.132624224298056,310.98712689999957,Q10,D205
SD205Q10_6,SD205Q10,10.69919089774632,325.3117688000002,Q10,D205
SD205Q10_7,SD205Q10,7.928082890702589,305.9911068000001,Q10,D205
SD205Q10_8,SD205Q10,9.007194863591913,310.1104572999993,Q10,D205
SD205Q10_9,SD205Q10,8.428201192916811,310.28070299999854,Q10,D205
SD205Q1500_0,SD205Q1500,2.251464526264732,302.7018150999993,Q1500,D205
SD205Q1500_1,SD205Q1500,1.8762059409786898,303.01722359999985,Q1500,D205
SD205Q1500_2,SD205Q1500,2.0544690334710958,305.3320660999998,Q1500,D205
SD205Q1500_3,SD205Q1500,2.5659631723293317,293.1400434999978,Q1500,D205
SD205Q1500_4,SD205Q1500,2.735485293773766,306.49658160000035,Q1500,D205
SD205Q1500_5,SD205Q1500,2.379643440030745,259.6812725000018,Q1500,D205
SD205Q1500_6,SD205Q1500,2.595073810257869,297.7476403999972,Q1500,D205
SD205Q1500_7,SD205Q1500,2.0343362195539716,294.6699561000023,Q1500,D205
SD205Q1500_8,SD205Q1500,3.6133244293352758,303.7793314999981,Q1500,D205
SD205Q1500_9,SD205Q1500,3.1961229231818886,296.3453088999995,Q1500,D205
SD205Q500_0,SD205Q500,3.607437768587755,311.2996380000004,Q500,D205
SD205Q500_1,SD205Q500,3.128887801249888,312.209608000001,Q500,D205
SD205Q500_2,SD205Q500,2.9499096327028598,292.84113750000324,Q500,D205
SD205Q500_3,SD205Q500,2.7460515364624665,319.48584309999933,Q500,D205
SD205Q500_4,SD205Q500,1.7442284722487174,317.55369150000115,Q500,D205
SD205Q500_5,SD205Q500,2.948233391316423,299.8985114999996,Q500,D205
SD205Q500_6,SD205Q500,1.7646528834619701,313.81990000000224,Q500,D205
SD205Q500_7,SD205Q500,2.042848138467349,316.1168250999981,Q500,D205
SD205Q500_8,SD205Q500,2.352540319545088,313.0288069999988,Q500,D205
SD205Q500_9,SD205Q500,2.3605289717124087,331.41579809999894,Q500,D205
SD305Q1000_0,SD305Q1000,5.723599532076075,3292.919630100001,Q1000,D305
SD305Q1000_1,SD305Q1000,5.699449858519658,3299.393749900002,Q1000,D305
SD305Q1000_2,SD305Q1000,4.885960467005557,3580.3807315999984,Q1000,D305
SD305Q1000_3,SD305Q1000,6.198749514582968,3188.7400953000033,Q1000,D305
SD305Q1000_4,SD305Q1000,5.1950341907776885,2770.907153400003,Q1000,D305
SD305Q1000_5,SD305Q1000,5.560751351087496,2722.331311300004,Q1000,D305
SD305Q1000_6,SD305Q1000,5.928649171368172,2896.653158000001,Q1000,D305
SD305Q1000_7,SD305Q1000,5.954600437040627,2798.526508200004,Q1000,D305
SD305Q1000_8,SD305Q1000,5.7236980877918455,2723.8534446999984,Q1000,D305
SD305Q1000_9,SD305Q1000,5.615965981848934,2706.805494100001,Q1000,D305
SD305Q100_0,SD305Q100,27.77916352689716,2721.2057478999996,Q100,D305
SD305Q100_1,SD305Q100,26.633198581449818,2706.318355700001,Q100,D305
SD305Q100_2,SD305Q100,25.961517552998263,2800.2286854999984,Q100,D305
SD305Q100_3,SD305Q100,28.06136990882402,2856.836408700001,Q100,D305
SD305Q100_4,SD305Q100,29.37409981669607,2764.7463298000002,Q100,D305
SD305Q100_5,SD305Q100,28.55623996575365,2604.6469908999934,Q100,D305
SD305Q100_6,SD305Q100,28.04328487202177,2678.171496099996,Q100,D305
SD305Q100_7,SD305Q100,26.24571386466929,2670.2489058000065,Q100,D305
SD305Q100_8,SD305Q100,27.90867162437993,2974.4866502000077,Q100,D305
SD305Q100_9,SD305Q100,24.360718596567928,2773.0089800999995,Q100,D305
SD305Q10_0,SD305Q10,49.60309884229886,2045.1116058999905,Q10,D305
SD305Q10_1,SD305Q10,49.715841636269346,2462.6108239999885,Q10,D305
SD305Q10_2,SD305Q10,49.829269799031174,2588.6633580999915,Q10,D305
SD305Q10_3,SD305Q10,49.82938858072888,2392.985678600002,Q10,D305
SD305Q10_4,SD305Q10,49.85796604691344,2112.271734199996,Q10,D305
SD305Q10_5,SD305Q10,49.74387173545438,2293.2782181999937,Q10,D305
SD305Q10_6,SD305Q10,49.71633424800127,2104.099348799995,Q10,D305
SD305Q10_7,SD305Q10,49.82903549932892,1963.3962637000077,Q10,D305
SD305Q10_8,SD305Q10,49.82913796008457,2212.878226700006,Q10,D305
SD305Q10_9,SD305Q10,49.82901491164822,2216.7836556999973,Q10,D305
SD305Q1500_0,SD305Q1500,6.617635895036843,2851.1306834999996,Q1500,D305
SD305Q1500_1,SD305Q1500,5.944651599049499,2813.6958132,Q1500,D305
SD305Q1500_2,SD305Q1500,7.15322530010671,2727.3611302999925,Q1500,D305
SD305Q1500_3,SD305Q1500,6.053018996025087,2773.6352849999967,Q1500,D305
SD305Q1500_4,SD305Q1500,5.826253316625049,2812.0002062999993,Q1500,D305
SD305Q1500_5,SD305Q1500,5.708105597299128,2680.575749800002,Q1500,D305
SD305Q1500_6,SD305Q1500,5.788678274782814,2719.944327300007,Q1500,D305
SD305Q1500_7,SD305Q1500,5.157506388492213,2698.3914053999906,Q1500,D305
SD305Q1500_8,SD305Q1500,4.951520102107056,2822.0261280999985,Q1500,D305
SD305Q1500_9,SD305Q1500,5.276779045916143,2742.105361099995,Q1500,D305
SD305Q500_0,SD305Q500,22.799562309316528,2685.100083000012,Q500,D305
SD305Q500_1,SD305Q500,20.883431902319046,2540.9712939000165,Q500,D305
SD305Q500_2,SD305Q500,21.48473449650534,2423.7204371999833,Q500,D305
SD305Q500_3,SD305Q500,21.94618488206106,2479.625767199992,Q500,D305
SD305Q500_4,SD305Q500,21.12659492826386,2517.777578500012,Q500,D305
SD305Q500_5,SD305Q500,21.289490537997082,2553.1864996000077,Q500,D305
SD305Q500_6,SD305Q500,21.123804209749224,2589.758222799981,Q500,D305
SD305Q500_7,SD305Q500,21.705160483114543,2601.1596067000064,Q500,D305
SD305Q500_8,SD305Q500,21.84145761692188,2555.8379793999775,Q500,D305
SD305Q500_9,SD305Q500,21.466895920469664,2564.0475354999944,Q500,D305
SD405Q1000_0,SD405Q1000,2.2001479099244308,302.78976139999577,Q1000,D405
SD405Q1000_1,SD405Q1000,1.7660580614196717,302.2113641999895,Q1000,D405
SD405Q1000_2,SD405Q1000,1.6632400503705627,303.23873230000027,Q1000,D405
SD405Q1000_3,SD405Q1000,2.084671465580787,298.3162272000045,Q1000,D405
SD405Q1000_4,SD405Q1000,1.8976280012229083,294.3953608000011,Q1000,D405
SD405Q1000_5,SD405Q1000,1.8008290385247478,307.60611880000215,Q1000,D405
SD405Q1000_6,SD405Q1000,2.1403302231498063,316.51423840000643,Q1000,D405
SD405Q1000_7,SD405Q1000,1.9002540113373245,307.04248480001115,Q1000,D405
SD405Q1000_8,SD405Q1000,2.299255329066578,314.6261011000024,Q1000,D405
SD405Q1000_9,SD405Q1000,2.2927160307514036,302.3774343999976,Q1000,D405
SD405Q100_0,SD405Q100,3.1503544205846112,333.99891300001764,Q100,D405
SD405Q100_1,SD405Q100,3.683662667570263,315.56188930000644,Q100,D405
SD405Q100_2,SD405Q100,4.485467362475245,310.18004979999387,Q100,D405
SD405Q100_3,SD405Q100,4.228972244651827,315.53714650002075,Q100,D405
SD405Q100_4,SD405Q100,3.426758593406982,313.0143420000095,Q100,D405
SD405Q100_5,SD405Q100,3.5104698108766637,308.4106171000167,Q100,D405
SD405Q100_6,SD405Q100,3.1275139961382306,316.54720780000207,Q100,D405
SD405Q100_7,SD405Q100,3.0783208320763005,316.0455687000067,Q100,D405
SD405Q100_8,SD405Q100,3.1913483219279,314.97670130000915,Q100,D405
SD405Q100_9,SD405Q100,3.500984422646428,288.93188889999874,Q100,D405
SD405Q10_0,SD405Q10,17.82013965547269,315.6812036999909,Q10,D405
SD405Q10_1,SD405Q10,14.553702597201804,311.39117620000616,Q10,D405
SD405Q10_2,SD405Q10,15.650755718003401,305.5675790999958,Q10,D405
SD405Q10_3,SD405Q10,16.675441048342112,320.42288860000554,Q10,D405
SD405Q10_4,SD405Q10,15.955943190653949,366.5946769999864,Q10,D405
SD405Q10_5,SD405Q10,18.570112086024142,363.46494450001046,Q10,D405
SD405Q10_6,SD405Q10,18.838500047260403,364.88710570000694,Q10,D405
SD405Q10_7,SD405Q10,17.99562599583759,359.35157940001227,Q10,D405
SD405Q10_8,SD405Q10,17.794005167848773,366.2940268999955,Q10,D405
SD405Q10_9,SD405Q10,17.92890273353856,365.1782048000023,Q10,D405
SD405Q1500_0,SD405Q1500,1.1952210560486143,365.37417789999745,Q1500,D405
SD405Q1500_1,SD405Q1500,1.019393605915175,368.8567627000157,Q1500,D405
SD405Q1500_2,SD405Q1500,1.3238675483935785,386.4305617999926,Q1500,D405
SD405Q1500_3,SD405Q1500,1.208210859565756,366.6305233000021,Q1500,D405
SD405Q1500_4,SD405Q1500,1.3860602335900247,342.36549190001097,Q1500,D405
SD405Q1500_5,SD405Q1500,1.181539922472199,319.31312109998544,Q1500,D405
SD405Q1500_6,SD405Q1500,0.9480165240291444,372.5839300999942,Q1500,D405
SD405Q1500_7,SD405Q1500,1.128323919604456,400.5470998999954,Q1500,D405
SD405Q1500_8,SD405Q1500,1.1802900404594012,397.512003300013,Q1500,D405
SD405Q1500_9,SD405Q1500,1.6136959348975422,304.22269830000005,Q1500,D405
SD405Q500_0,SD405Q500,1.9487353189494967,302.85591029998614,Q500,D405
SD405Q500_1,SD405Q500,2.557131652033913,300.6298314000014,Q500,D405
SD405Q500_2,SD405Q500,2.2072410496556194,299.2784927999892,Q500,D405
SD405Q500_3,SD405Q500,2.0457881892960477,302.3892279000138,Q500,D405
SD405Q500_4,SD405Q500,2.5714423643908235,316.86104660001,Q500,D405
SD405Q500_5,SD405Q500,1.9925535719678609,294.840165600006,Q500,D405
SD405Q500_6,SD405Q500,1.9509825586395917,318.58047280000756,Q500,D405
SD405Q500_7,SD405Q500,2.474876264102708,286.07388490001904,Q500,D405
SD405Q500_8,SD405Q500,2.136109400860266,312.0100032000046,Q500,D405
SD405Q500_9,SD405Q500,1.730031639200149,284.1065450000169,Q500,D405
