Dataset id,SDG,KSComplement,KSComplement_time,Quality,Original dataset
SD1Q10_0,SD1Q10,0.6004489337822672,0.0027468999999999966,Q10,D1
SD1Q10_1,SD1Q10,0.6029741863075195,0.003037700000000143,Q10,D1
SD1Q10_2,SD1Q10,0.6032547699214366,0.0033564999999997625,Q10,D1
SD1Q10_3,SD1Q10,0.5951178451178452,0.0026881999999996964,Q10,D1
SD1Q10_4,SD1Q10,0.6026936026936027,0.0066664999999996866,Q10,D1
SD1Q10_5,SD1Q10,0.6018518518518519,0.005212399999999562,Q10,D1
SD1Q10_6,SD1Q10,0.6049382716049383,0.0042151999999999745,Q10,D1
SD1Q10_7,SD1Q10,0.6029741863075196,0.004657700000000098,Q10,D1
SD1Q10_8,SD1Q10,0.5883838383838383,0.0035891000000001227,Q10,D1
SD1Q10_9,SD1Q10,0.5965207631874299,0.003503000000000256,Q10,D1
SD1Q1500_0,SD1Q1500,0.9099326599326599,0.0110437000000001,Q1500,D1
SD1Q1500_1,SD1Q1500,0.9043209876543209,0.002623299999999773,Q1500,D1
SD1Q1500_2,SD1Q1500,0.9057239057239057,0.0032442999999995337,Q1500,D1
SD1Q1500_3,SD1Q1500,0.8939393939393938,0.003032100000000426,Q1500,D1
SD1Q1500_4,SD1Q1500,0.8970258136924802,0.003054999999999808,Q1500,D1
SD1Q1500_5,SD1Q1500,0.9116161616161615,0.006932500000000452,Q1500,D1
SD1Q1500_6,SD1Q1500,0.9046015712682379,0.0035850999999995636,Q1500,D1
SD1Q1500_7,SD1Q1500,0.9082491582491583,0.0026998999999996443,Q1500,D1
SD1Q1500_8,SD1Q1500,0.8855218855218855,0.00299470000000035,Q1500,D1
SD1Q1500_9,SD1Q1500,0.8973063973063973,0.0030511999999998096,Q1500,D1
SD1Q500_0,SD1Q500,0.7842312008978675,0.002663200000000643,Q500,D1
SD1Q500_1,SD1Q500,0.7718855218855218,0.003851500000000563,Q500,D1
SD1Q500_2,SD1Q500,0.7839506172839507,0.002909100000000109,Q500,D1
SD1Q500_3,SD1Q500,0.7859147025813692,0.0026745999999997494,Q500,D1
SD1Q500_4,SD1Q500,0.7805836139169473,0.002767299999999473,Q500,D1
SD1Q500_5,SD1Q500,0.7718855218855218,0.003207300000000579,Q500,D1
SD1Q500_6,SD1Q500,0.781705948372615,0.0026573000000000846,Q500,D1
SD1Q500_7,SD1Q500,0.7892817059483725,0.003865999999999481,Q500,D1
SD1Q500_8,SD1Q500,0.7690796857463524,0.00279689999999988,Q500,D1
SD1Q500_9,SD1Q500,0.7811447811447811,0.0029006999999996452,Q500,D1
SD205Q1000_0,SD205Q1000,0.9029709228824273,0.010855199999999954,Q1000,D205
SD205Q1000_1,SD205Q1000,0.9012642225031605,0.012183799999999856,Q1000,D205
SD205Q1000_2,SD205Q1000,0.9085967130214918,0.014702299999999724,Q1000,D205
SD205Q1000_3,SD205Q1000,0.9067635903919091,0.009332099999999954,Q1000,D205
SD205Q1000_4,SD205Q1000,0.9068900126422251,0.013644499999999837,Q1000,D205
SD205Q1000_5,SD205Q1000,0.9033501896333754,0.016260099999998445,Q1000,D205
SD205Q1000_6,SD205Q1000,0.9089127686472819,0.014238800000001106,Q1000,D205
SD205Q1000_7,SD205Q1000,0.9012010113780026,0.011671200000000326,Q1000,D205
SD205Q1000_8,SD205Q1000,0.9051201011378003,0.011754599999999726,Q1000,D205
SD205Q1000_9,SD205Q1000,0.9052465233881163,0.012639800000000534,Q1000,D205
SD205Q100_0,SD205Q100,0.888558786346397,0.011089600000000033,Q100,D205
SD205Q100_1,SD205Q100,0.8837547408343868,0.00990789999999997,Q100,D205
SD205Q100_2,SD205Q100,0.8815423514538558,0.02069340000000075,Q100,D205
SD205Q100_3,SD205Q100,0.8814791403286978,0.014778699999999034,Q100,D205
SD205Q100_4,SD205Q100,0.8780025284450063,0.021549799999998953,Q100,D205
SD205Q100_5,SD205Q100,0.884070796460177,0.012870399999998838,Q100,D205
SD205Q100_6,SD205Q100,0.8890644753476612,0.014434500000000128,Q100,D205
SD205Q100_7,SD205Q100,0.8855878634639698,0.016605799999998894,Q100,D205
SD205Q100_8,SD205Q100,0.8868520859671303,0.021658199999999184,Q100,D205
SD205Q100_9,SD205Q100,0.8880530973451328,0.0199745999999994,Q100,D205
SD205Q10_0,SD205Q10,0.8003792667509481,0.011470299999999156,Q10,D205
SD205Q10_1,SD205Q10,0.8028445006321112,0.012595400000000367,Q10,D205
SD205Q10_2,SD205Q10,0.7996839443742099,0.014018800000000553,Q10,D205
SD205Q10_3,SD205Q10,0.7996207332490519,0.009826500000000848,Q10,D205
SD205Q10_4,SD205Q10,0.8017699115044248,0.010270400000001345,Q10,D205
SD205Q10_5,SD205Q10,0.7958912768647283,0.011168000000001399,Q10,D205
SD205Q10_6,SD205Q10,0.7996839443742099,0.014954799999999935,Q10,D205
SD205Q10_7,SD205Q10,0.8005056890012642,0.01713729999999991,Q10,D205
SD205Q10_8,SD205Q10,0.8004424778761062,0.014983900000000716,Q10,D205
SD205Q10_9,SD205Q10,0.8014538558786345,0.008801100000001227,Q10,D205
SD205Q1500_0,SD205Q1500,0.8828065739570166,0.008972800000000447,Q1500,D205
SD205Q1500_1,SD205Q1500,0.879519595448799,0.01260749999999966,Q1500,D205
SD205Q1500_2,SD205Q1500,0.8815423514538558,0.008658800000000966,Q1500,D205
SD205Q1500_3,SD205Q1500,0.8764222503160557,0.009686999999999557,Q1500,D205
SD205Q1500_4,SD205Q1500,0.8741466498103666,0.01884240000000048,Q1500,D205
SD205Q1500_5,SD205Q1500,0.8872313527180784,0.010798099999998811,Q1500,D205
SD205Q1500_6,SD205Q1500,0.8831858407079646,0.010642299999998883,Q1500,D205
SD205Q1500_7,SD205Q1500,0.8820480404551201,0.010413299999999737,Q1500,D205
SD205Q1500_8,SD205Q1500,0.8859039190897597,0.009223099999999818,Q1500,D205
SD205Q1500_9,SD205Q1500,0.8783185840707964,0.009810800000000341,Q1500,D205
SD205Q500_0,SD205Q500,0.8703539823008849,0.009489399999999648,Q500,D205
SD205Q500_1,SD205Q500,0.8768015170670038,0.014799400000001128,Q500,D205
SD205Q500_2,SD205Q500,0.8697218710493048,0.008822600000000236,Q500,D205
SD205Q500_3,SD205Q500,0.8735145385587862,0.012302299999999988,Q500,D205
SD205Q500_4,SD205Q500,0.8697218710493047,0.01113989999999987,Q500,D205
SD205Q500_5,SD205Q500,0.8763590391908976,0.013042000000000442,Q500,D205
SD205Q500_6,SD205Q500,0.8711757269279392,0.009674099999999797,Q500,D205
SD205Q500_7,SD205Q500,0.8706700379266751,0.00862160000000145,Q500,D205
SD205Q500_8,SD205Q500,0.8753476611883692,0.010222900000000479,Q500,D205
SD205Q500_9,SD205Q500,0.8759797724399494,0.010488900000000356,Q500,D205
SD305Q1000_0,SD305Q1000,0.9405827259475218,1.4411480999999995,Q1000,D305
SD305Q1000_1,SD305Q1000,0.9401417638483964,1.4194268,Q1000,D305
SD305Q1000_2,SD305Q1000,0.9403527696793001,1.4467560000000006,Q1000,D305
SD305Q1000_3,SD305Q1000,0.9394333090379008,1.5862683000000004,Q1000,D305
SD305Q1000_4,SD305Q1000,0.9400965743440233,1.3982786000000011,Q1000,D305
SD305Q1000_5,SD305Q1000,0.9417394314868804,1.3976560000000013,Q1000,D305
SD305Q1000_6,SD305Q1000,0.9408578717201167,1.4555617000000005,Q1000,D305
SD305Q1000_7,SD305Q1000,0.9409970845481049,1.5783981000000011,Q1000,D305
SD305Q1000_8,SD305Q1000,0.940307944606414,1.4788958999999977,Q1000,D305
SD305Q1000_9,SD305Q1000,0.9403651603498542,1.416155700000001,Q1000,D305
SD305Q100_0,SD305Q100,0.8575462827988337,1.5140407000000025,Q100,D305
SD305Q100_1,SD305Q100,0.855115889212828,1.4127556999999982,Q100,D305
SD305Q100_2,SD305Q100,0.8570535714285715,1.5337053999999952,Q100,D305
SD305Q100_3,SD305Q100,0.8557908163265306,1.5587885999999997,Q100,D305
SD305Q100_4,SD305Q100,0.8571975218658892,1.6889521999999957,Q100,D305
SD305Q100_5,SD305Q100,0.8561457725947521,1.7082983000000027,Q100,D305
SD305Q100_6,SD305Q100,0.8571322886297376,1.6782018000000036,Q100,D305
SD305Q100_7,SD305Q100,0.8568363702623907,1.5751533999999978,Q100,D305
SD305Q100_8,SD305Q100,0.8566202623906705,1.4453115999999966,Q100,D305
SD305Q100_9,SD305Q100,0.8578403790087463,1.4923211000000052,Q100,D305
SD305Q10_0,SD305Q10,0.825965743440233,1.6221239999999995,Q10,D305
SD305Q10_1,SD305Q10,0.8260940233236151,1.5083108000000038,Q10,D305
SD305Q10_2,SD305Q10,0.8259759475218658,1.4034216000000015,Q10,D305
SD305Q10_3,SD305Q10,0.8256574344023324,1.403129700000001,Q10,D305
SD305Q10_4,SD305Q10,0.825965743440233,1.528767600000002,Q10,D305
SD305Q10_5,SD305Q10,0.825965743440233,1.5135235999999992,Q10,D305
SD305Q10_6,SD305Q10,0.825965743440233,1.3937667999999945,Q10,D305
SD305Q10_7,SD305Q10,0.8261822157434403,1.4528553000000102,Q10,D305
SD305Q10_8,SD305Q10,0.8260495626822157,1.4395633000000032,Q10,D305
SD305Q10_9,SD305Q10,0.8260156705539358,1.4866738999999995,Q10,D305
SD305Q1500_0,SD305Q1500,0.941902332361516,1.4867828000000003,Q1500,D305
SD305Q1500_1,SD305Q1500,0.9424063411078716,1.5244963999999896,Q1500,D305
SD305Q1500_2,SD305Q1500,0.94149416909621,1.5711098999999962,Q1500,D305
SD305Q1500_3,SD305Q1500,0.9423032069970845,1.8561679999999967,Q1500,D305
SD305Q1500_4,SD305Q1500,0.944009475218659,1.4815088999999944,Q1500,D305
SD305Q1500_5,SD305Q1500,0.941810860058309,1.455705199999997,Q1500,D305
SD305Q1500_6,SD305Q1500,0.943106778425656,1.5191632000000084,Q1500,D305
SD305Q1500_7,SD305Q1500,0.942265306122449,1.6918368999999984,Q1500,D305
SD305Q1500_8,SD305Q1500,0.9432689504373177,1.4890887999999904,Q1500,D305
SD305Q1500_9,SD305Q1500,0.9423946793002915,1.4648241000000013,Q1500,D305
SD305Q500_0,SD305Q500,0.8791472303206996,1.5107854999999972,Q500,D305
SD305Q500_1,SD305Q500,0.8811800291545189,1.62046389999999,Q500,D305
SD305Q500_2,SD305Q500,0.8817558309037902,1.6334753000000006,Q500,D305
SD305Q500_3,SD305Q500,0.8810189504373178,1.5437464000000034,Q500,D305
SD305Q500_4,SD305Q500,0.8824624635568512,1.4962031000000025,Q500,D305
SD305Q500_5,SD305Q500,0.8809052478134111,1.4544897000000105,Q500,D305
SD305Q500_6,SD305Q500,0.8809672011661808,1.5026890000000037,Q500,D305
SD305Q500_7,SD305Q500,0.8813950437317785,1.6223693999999966,Q500,D305
SD305Q500_8,SD305Q500,0.8809650145772594,1.932586900000004,Q500,D305
SD305Q500_9,SD305Q500,0.8813083090379009,1.6615836999999942,Q500,D305
SD405Q1000_0,SD405Q1000,0.7930856553147575,0.009811200000001463,Q1000,D405
SD405Q1000_1,SD405Q1000,0.7937490785787998,0.009983099999999467,Q1000,D405
SD405Q1000_2,SD405Q1000,0.7999410290431962,0.00895109999999022,Q1000,D405
SD405Q1000_3,SD405Q1000,0.7945599292348517,0.009125500000010334,Q1000,D405
SD405Q1000_4,SD405Q1000,0.7896948252985405,0.012361399999988976,Q1000,D405
SD405Q1000_5,SD405Q1000,0.7990564646911397,0.009724000000005617,Q1000,D405
SD405Q1000_6,SD405Q1000,0.8016364440513047,0.008604399999995849,Q1000,D405
SD405Q1000_7,SD405Q1000,0.8016364440513047,0.009970600000002605,Q1000,D405
SD405Q1000_8,SD405Q1000,0.7975821907710453,0.009367900000000873,Q1000,D405
SD405Q1000_9,SD405Q1000,0.7930119416187527,0.00933390000000145,Q1000,D405
SD405Q100_0,SD405Q100,0.7784903435058235,0.011766800000003741,Q100,D405
SD405Q100_1,SD405Q100,0.770234409553295,0.010484500000004005,Q100,D405
SD405Q100_2,SD405Q100,0.764779596048946,0.011472299999994107,Q100,D405
SD405Q100_3,SD405Q100,0.7713401149933659,0.010230599999999868,Q100,D405
SD405Q100_4,SD405Q100,0.7683178534571723,0.010799199999993903,Q100,D405
SD405Q100_5,SD405Q100,0.7666224384490637,0.009816699999987577,Q100,D405
SD405Q100_6,SD405Q100,0.770234409553295,0.010238799999996218,Q100,D405
SD405Q100_7,SD405Q100,0.7724458204334366,0.011205799999999044,Q100,D405
SD405Q100_8,SD405Q100,0.7707504054253281,0.010482300000006717,Q100,D405
SD405Q100_9,SD405Q100,0.7728881026094648,0.011893700000001672,Q100,D405
SD405Q10_0,SD405Q10,0.7356626861270824,0.010846999999998275,Q10,D405
SD405Q10_1,SD405Q10,0.7398643667993513,0.013415299999991248,Q10,D405
SD405Q10_2,SD405Q10,0.7385375202712664,0.010393000000007646,Q10,D405
SD405Q10_3,SD405Q10,0.7358838272150966,0.01057509999999695,Q10,D405
SD405Q10_4,SD405Q10,0.7335987026389503,0.011240499999999543,Q10,D405
SD405Q10_5,SD405Q10,0.7373581011351908,0.01223860000000343,Q10,D405
SD405Q10_6,SD405Q10,0.7444346159516436,0.012358300000002487,Q10,D405
SD405Q10_7,SD405Q10,0.7386112339672714,0.010967100000002006,Q10,D405
SD405Q10_8,SD405Q10,0.742296918767507,0.011777199999997379,Q10,D405
SD405Q10_9,SD405Q10,0.7373581011351908,0.010406200000005583,Q10,D405
SD405Q1500_0,SD405Q1500,0.8112929382279228,0.012294400000001815,Q1500,D405
SD405Q1500_1,SD405Q1500,0.8101135190918471,0.01066690000000392,Q1500,D405
SD405Q1500_2,SD405Q1500,0.8143889134601209,0.009994500000004791,Q1500,D405
SD405Q1500_3,SD405Q1500,0.8167477517322719,0.009796100000002639,Q1500,D405
SD405Q1500_4,SD405Q1500,0.8153471915081822,0.009900799999996934,Q1500,D405
SD405Q1500_5,SD405Q1500,0.8121037888839747,0.009811299999995526,Q1500,D405
SD405Q1500_6,SD405Q1500,0.8175586023883238,0.009412399999987997,Q1500,D405
SD405Q1500_7,SD405Q1500,0.815642046292201,0.01135710000001211,Q1500,D405
SD405Q1500_8,SD405Q1500,0.8095975232198143,0.010681399999995733,Q1500,D405
SD405Q1500_9,SD405Q1500,0.810703228659885,0.014603199999996264,Q1500,D405
SD405Q500_0,SD405Q500,0.7753943682736252,0.011470200000005093,Q500,D405
SD405Q500_1,SD405Q500,0.7717823971693941,0.01263360000000091,Q500,D405
SD405Q500_2,SD405Q500,0.7753206545776204,0.011067400000001726,Q500,D405
SD405Q500_3,SD405Q500,0.7701606958572903,0.01162580000000446,Q500,D405
SD405Q500_4,SD405Q500,0.7744360902255639,0.008449299999995219,Q500,D405
SD405Q500_5,SD405Q500,0.7803331859059414,0.00992639999999767,Q500,D405
SD405Q500_6,SD405Q500,0.7810703228659887,0.010537700000000427,Q500,D405
SD405Q500_7,SD405Q500,0.7728881026094648,0.01113250000000221,Q500,D405
SD405Q500_8,SD405Q500,0.772593247825446,0.010917600000013294,Q500,D405
SD405Q500_9,SD405Q500,0.7740675217455403,0.01078300000000354,Q500,D405
