Dataset id,SDG,Cluster_G_2,Cluster_G_2_time,Quality,Original dataset
SD1Q1500_7,SD1Q1500,1.7119618110706396,7.879508200000032,Q1500,D1
SD1Q1500_8,SD1Q1500,1.442650471966592,7.4415080999999645,Q1500,D1
SD1Q1500_9,SD1Q1500,1.8329164953869568,7.775963499999989,Q1500,D1
SD1Q500_0,SD1Q500,5.045497042073699,6.958239599999956,Q500,D1
SD1Q500_1,SD1Q500,5.529802119909357,7.47989050000001,Q500,D1
SD1Q500_2,SD1Q500,5.161956750377843,9.564971600000035,Q500,D1
SD1Q500_3,SD1Q500,5.95970839603704,8.741968799999995,Q500,D1
SD1Q500_4,SD1Q500,6.411071456108435,8.568939999999998,Q500,D1
SD1Q500_5,SD1Q500,5.710198402527528,7.029896200000053,Q500,D1
SD1Q500_6,SD1Q500,5.414631707084933,6.601053100000058,Q500,D1
SD1Q500_7,SD1Q500,4.200012452252486,8.475350700000035,Q500,D1
SD1Q500_8,SD1Q500,6.2222980121603255,9.679541499999914,Q500,D1
SD1Q500_9,SD1Q500,4.383509694233776,6.452857699999981,Q500,D1
SD205Q1000_0,SD205Q1000,2.766099642690582,47.77061619999995,Q1000,D205
SD205Q1000_1,SD205Q1000,3.9929741578254574,85.40353319999997,Q1000,D205
SD205Q1000_2,SD205Q1000,3.3839803523352847,52.768407600000046,Q1000,D205
SD205Q1000_3,SD205Q1000,3.8834827300824144,64.45606039999996,Q1000,D205
SD205Q1000_4,SD205Q1000,3.248742758773724,59.99543600000016,Q1000,D205
SD205Q1000_5,SD205Q1000,3.5578467087457377,77.28936369999997,Q1000,D205
SD205Q1000_6,SD205Q1000,3.67974021524072,58.06022839999992,Q1000,D205
SD205Q1000_7,SD205Q1000,3.2886981261093835,62.66522080000004,Q1000,D205
SD205Q1000_8,SD205Q1000,4.193094832592869,76.78031499999997,Q1000,D205
SD205Q1000_9,SD205Q1000,4.0500422402163485,62.89111950000006,Q1000,D205
SD205Q100_0,SD205Q100,4.0596623319946525,53.895393600000034,Q100,D205
SD205Q100_1,SD205Q100,3.58906794322811,56.07102089999989,Q100,D205
SD205Q100_2,SD205Q100,3.756159938667465,66.7935136000001,Q100,D205
SD205Q100_3,SD205Q100,3.853815500150694,47.22445280000011,Q100,D205
SD205Q100_4,SD205Q100,3.9421087514054256,53.03274529999999,Q100,D205
SD205Q100_5,SD205Q100,3.8441496479532304,53.13029770000003,Q100,D205
SD205Q100_6,SD205Q100,3.7694908333709214,55.30046190000007,Q100,D205
SD205Q100_7,SD205Q100,4.224880373096703,54.94594039999993,Q100,D205
SD205Q100_8,SD205Q100,3.567423345211704,72.82554789999995,Q100,D205
SD205Q100_9,SD205Q100,3.649038539645837,74.29905889999986,Q100,D205
SD205Q10_0,SD205Q10,6.856999245777511,60.92285379999976,Q10,D205
SD205Q10_1,SD205Q10,6.562317011561577,88.8676274999998,Q10,D205
SD205Q10_2,SD205Q10,8.489242086054563,72.18117110000003,Q10,D205
SD205Q10_3,SD205Q10,8.10086583258666,77.49572979999994,Q10,D205
SD205Q10_4,SD205Q10,7.657313798546663,65.58908009999959,Q10,D205
SD205Q10_5,SD205Q10,7.93360240209114,69.46099009999989,Q10,D205
SD205Q10_6,SD205Q10,7.075227034454112,72.79085010000017,Q10,D205
SD205Q10_7,SD205Q10,7.103303775344182,77.65153699999973,Q10,D205
SD205Q10_8,SD205Q10,7.114729213778519,53.977444600000126,Q10,D205
SD205Q10_9,SD205Q10,7.298267841697099,71.19016650000003,Q10,D205
SD205Q1500_0,SD205Q1500,4.3442547975232095,59.56017729999985,Q1500,D205
SD205Q1500_1,SD205Q1500,4.394261329457015,47.19873619999999,Q1500,D205
SD205Q1500_2,SD205Q1500,3.980883679495496,54.026729499999874,Q1500,D205
SD205Q1500_3,SD205Q1500,4.081127024308638,54.79978089999986,Q1500,D205
SD205Q1500_4,SD205Q1500,4.270028849994194,62.49082380000027,Q1500,D205
SD205Q1500_5,SD205Q1500,3.83627718692634,60.97376769999983,Q1500,D205
SD205Q1500_6,SD205Q1500,3.5479995922048166,60.55352009999979,Q1500,D205
SD205Q1500_7,SD205Q1500,4.400302137673025,52.46298860000024,Q1500,D205
SD205Q1500_8,SD205Q1500,4.135521262896337,53.35125070000004,Q1500,D205
SD205Q1500_9,SD205Q1500,4.337718683345603,51.3152097000002,Q1500,D205
SD205Q500_0,SD205Q500,3.501794357031,65.12417679999999,Q500,D205
SD205Q500_1,SD205Q500,3.705489763035841,46.10506239999995,Q500,D205
SD205Q500_2,SD205Q500,3.8285899629431177,54.1803060000002,Q500,D205
SD205Q500_3,SD205Q500,3.754495400045852,56.706446900000174,Q500,D205
SD205Q500_4,SD205Q500,3.775203666902629,61.00572599999987,Q500,D205
SD205Q500_5,SD205Q500,3.3643078261891777,54.51684290000003,Q500,D205
SD205Q500_6,SD205Q500,3.860328892088386,54.968306499999926,Q500,D205
SD205Q500_7,SD205Q500,3.896618898520206,47.55733949999967,Q500,D205
SD205Q500_8,SD205Q500,4.372749778987366,53.61330230000021,Q500,D205
SD205Q500_9,SD205Q500,3.926734365131212,55.31359799999973,Q500,D205
SD405Q1000_0,SD405Q1000,2.6051989915965468,65.6327487,Q1000,D405
SD405Q1000_1,SD405Q1000,2.0019594252982142,73.97102159999999,Q1000,D405
SD405Q1000_2,SD405Q1000,1.7026154725107059,52.136180499999995,Q1000,D405
SD405Q1000_3,SD405Q1000,2.2727449448292294,70.39768849999999,Q1000,D405
