Dataset id,model,F1,Accuracy,AUC,MCC,Kappa,Params,Tuned on,Trained on,USI,Quality,SDG,Accuracy_same,F1_same,MCC_same,Kappa_same,Accuracy_strat,F1_strat,MCC_strat,Kappa_strat
SD205Q1_0,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 620, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.25, 'min_samples_split': 1.0, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 230, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,6ca7,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_1,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,7ec9,Q1,SD205Q1,0.5973451327433629,0.4781792347508372,0.0776393092211785,0.0574054128377296,0.588495575221239,0.466710646503603,0.0496209716818789,0.0366890482847126
SD205Q1_1,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7ec9,Q1,SD205Q1,0.5973451327433629,0.4781792347508372,0.0776393092211785,0.0574054128377296,0.588495575221239,0.466710646503603,0.0496209716818789,0.0366890482847126
SD205Q1_1,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",synthetic,synthetic,7ec9,Q1,SD205Q1,0.6349557522123894,0.4759070434214317,0.0206132843923767,0.0168213457076567,0.6703539823008849,0.526728178604808,0.1374434354313022,0.1121598818814596
SD205Q1_1,rbfsvm,,,,,,"{'C': 0.23357214690901212, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,7ec9,Q1,SD205Q1,0.7898230088495575,0.5044717558132825,0.0090508648981053,0.0090464321979137,0.7898230088495575,0.5044717558132825,0.0090508648981053,0.0090464321979137
SD205Q1_1,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 700, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.75, 'min_samples_split': 1.0, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 350, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7ec9,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_2,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,7dd2,Q1,SD205Q1,0.5376106194690266,0.4087731485827653,-0.084328703678843,-0.0613904993034022,0.5597345132743363,0.4370615146792837,-0.0145692343105468,-0.0106062648869715
SD205Q1_2,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7dd2,Q1,SD205Q1,0.5376106194690266,0.4087731485827653,-0.084328703678843,-0.0613904993034022,0.5597345132743363,0.4370615146792837,-0.0145692343105468,-0.0106062648869715
SD205Q1_2,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 28, 'p': 1, 'weights': 'uniform'}",synthetic,synthetic,7dd2,Q1,SD205Q1,0.5,0.3954071969696969,-0.0791340204012202,-0.0535261236360635,0.5265486725663717,0.4275094696969697,0.0035678922493035,0.0024133165570017
SD205Q1_2,rbfsvm,,,,,,"{'C': 545.5594781168514, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.25, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,7dd2,Q1,SD205Q1,0.5088495575221239,0.4162788533134773,-0.0093457460294429,-0.0061566228817808,0.504424778761062,0.4110201042442293,-0.0231056066330528,-0.0152210969617969
SD205Q1_2,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 320, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.5, 'min_samples_split': 0.75, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 330, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7dd2,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_3,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,e493,Q1,SD205Q1,0.8362831858407079,0.6340801680378085,0.2702822073351422,0.2689600909210123,0.7654867256637168,0.4758445650271311,-0.047397123633125,-0.0471652751671984
SD205Q1_3,lr,,,,,,"{'C': 0.0001, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,e493,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_3,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",synthetic,synthetic,e493,Q1,SD205Q1,0.5752212389380531,0.4692110091743119,0.0818267740349566,0.0579039927050089,0.5707964601769911,0.4636819571865443,0.0679588693241203,0.0480904926290193
SD205Q1_3,rbfsvm,,,,,,"{'C': 0.0001, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 2, 'gamma': 'auto', 'kernel': 'poly', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,e493,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_3,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.25, 'min_samples_split': 0.5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 270, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,e493,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_4,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,47ae,Q1,SD205Q1,0.4292035398230088,0.3666992505702183,-0.0574117852093694,-0.0331153989262744,0.4646017699115044,0.405973715651135,0.0536641994439638,0.0309537731001612
SD205Q1_4,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,47ae,Q1,SD205Q1,0.4292035398230088,0.3666992505702183,-0.0574117852093694,-0.0331153989262744,0.4646017699115044,0.405973715651135,0.0536641994439638,0.0309537731001612
SD205Q1_4,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",synthetic,synthetic,47ae,Q1,SD205Q1,0.5309734513274337,0.4402149783853253,0.0489359130758474,0.0324521900684586,0.5442477876106194,0.4560579506951747,0.0902284445822875,0.0598356186514268
SD205Q1_4,rbfsvm,,,,,,"{'C': 29.763514416313132, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.5, 'decision_function_shape': 'ovr', 'degree': 4, 'gamma': 'auto', 'kernel': 'poly', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,47ae,Q1,SD205Q1,0.5,0.4106434044124434,-0.0157932969985584,-0.0102656407619123,0.5132743362831859,0.4262900396935289,0.0254701148127041,0.0165555709397313
SD205Q1_4,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,47ae,Q1,SD205Q1,0.4601769911504424,0.3828453755931596,-0.0554395331182831,-0.0341115799343647,0.504424778761062,0.4334318202166711,0.0823211539046084,0.0506516643225503
SD205Q1_5,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,567e,Q1,SD205Q1,0.7367256637168141,0.4941646682653877,-0.0014728870564277,-0.0014149538278225,0.7146017699115044,0.4516574975313866,-0.0890709067281861,-0.085567470956211
SD205Q1_5,lr,,,,,,"{'C': 0.0001, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,567e,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_5,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}",synthetic,synthetic,567e,Q1,SD205Q1,0.6991150442477876,0.5160447173673437,0.0747357154833753,0.066087326425815,0.6504424778761062,0.4377578334120611,-0.0961084120491957,-0.0849867825347148
SD205Q1_5,rbfsvm,,,,,,"{'C': 0.08858667904100823, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,567e,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_5,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 300, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.75, 'min_samples_split': 0.75, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 130, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,567e,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_6,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,d6bb,Q1,SD205Q1,0.3274336283185841,0.3109065013740948,0.0065291775685876,0.0027723347122431,0.3230088495575221,0.3063729915147138,-0.0089220698712113,-0.0037883736120183
SD205Q1_6,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,d6bb,Q1,SD205Q1,0.3274336283185841,0.3109065013740948,0.0065291775685876,0.0027723347122431,0.3230088495575221,0.3063729915147138,-0.0089220698712113,-0.0037883736120183
SD205Q1_6,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,d6bb,Q1,SD205Q1,0.4446902654867257,0.3790087303976572,-0.0352868448727411,-0.0207291179328463,0.4756637168141593,0.4136456936424095,0.0616294547603777,0.0362039802785474
SD205Q1_6,rbfsvm,,,,,,"{'C': 0.23357214690901212, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.5, 'decision_function_shape': 'ovr', 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,d6bb,Q1,SD205Q1,0.5199115044247787,0.4073295265717997,-0.0648120687585698,-0.0451368169806496,0.5464601769911505,0.4401039306323454,0.0181767558274742,0.0126587673685106
SD205Q1_6,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.5, 'min_samples_split': 0.25, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 370, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,d6bb,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_7,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,47b0,Q1,SD205Q1,0.4712389380530973,0.4160112010292838,0.0906100008928969,0.0516872081182625,0.4446902654867257,0.386689587691842,0.0071404620268859,0.0040731767267109
SD205Q1_7,lr,,,,,,"{'C': 0.03359818286283781, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,47b0,Q1,SD205Q1,0.4712389380530973,0.4160112010292838,0.0906100008928969,0.0516872081182625,0.4446902654867257,0.386689587691842,0.0071404620268859,0.0040731767267109
SD205Q1_7,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",synthetic,synthetic,47b0,Q1,SD205Q1,0.504424778761062,0.413463098134631,-0.0125696603393092,-0.0082252892792415,0.5088495575221239,0.4187000347584289,0.0011869655041962,0.0007767222321801
SD205Q1_7,rbfsvm,,,,,,"{'C': 1438.44988828766, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 1.0, 'decision_function_shape': 'ovr', 'degree': 4, 'gamma': 'scale', 'kernel': 'poly', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,47b0,Q1,SD205Q1,0.6017699115044248,0.4658613445378151,0.0276375989588868,0.0211977575130529,0.584070796460177,0.4421218487394958,-0.0290806517989649,-0.0223045643752557
SD205Q1_7,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 810, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.9, 'min_samples_split': 1.0, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 280, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,47b0,Q1,SD205Q1,0.1172566371681416,0.1049504950495049,0.0,0.0,0.1172566371681416,0.1049504950495049,0.0,0.0
SD205Q1_8,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,7096,Q1,SD205Q1,0.827433628318584,0.5280573998714928,0.0594394682569846,0.0585847797062749,0.8185840707964602,0.5038552152495182,0.0104574451901531,0.0103070761014685
SD205Q1_8,lr,,,,,,"{'C': 0.0001, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7096,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_8,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 28, 'p': 1, 'weights': 'uniform'}",synthetic,synthetic,7096,Q1,SD205Q1,0.7234513274336283,0.5182428226707253,0.0621724200659195,0.0573907240573906,0.6924778761061947,0.4642860188098466,-0.0521959154506906,-0.0481815148481814
SD205Q1_8,rbfsvm,,,,,,"{'C': 0.0006951927961775605, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 4, 'gamma': 'scale', 'kernel': 'poly', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,7096,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_8,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 180, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.5, 'min_samples_split': 0.5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 190, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,7096,Q1,SD205Q1,0.8827433628318584,0.4688601645123384,0.0,0.0,0.8827433628318584,0.4688601645123384,0.0,0.0
SD205Q1_9,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,e526,Q1,SD205Q1,0.6039823008849557,0.4466807547376267,-0.0364367399101477,-0.029049654049654,0.581858407079646,0.4157690650581646,-0.1085444738829445,-0.0865384615384616
