Dataset id,model,F1,Accuracy,AUC,MCC,Kappa,Params,Tuned on,Trained on,USI,Quality,SDG,Accuracy_same,F1_same,MCC_same,Kappa_same,Accuracy_strat,F1_strat,MCC_strat,Kappa_strat
D205,lr,0.6948358830711772,0.8960176991150443,,0.408809756325011,0.3935137604202352,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,original,9ffe,,,,,,,,,,
D205,knn,0.5750343530773124,0.8849557522123894,,0.2252925778519863,0.1739649961341112,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'euclidean', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 30, 'p': 2, 'weights': 'uniform'}",original,original,9ffe,,,,,,,,,,
D205,rbfsvm,0.6498030100720372,0.8960176991150443,,0.356291305402328,0.3119575074491514,"{'C': 1.0, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",original,original,9ffe,,,,,,,,,,
D205,rf,0.6320416802344514,0.8893805309734514,,0.3116056744740357,0.2761514316827878,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",original,original,9ffe,,,,,,,,,,
SD1Q2_0,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,e1bc,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_0,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,e1bc,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_0,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 19, 'p': 1, 'weights': 'uniform'}",synthetic,synthetic,e1bc,Q2,SD1Q2,0.8809523809523809,0.8607427055702918,0.7549122287513161,0.726027397260274,0.5238095238095238,0.4429708222811671,-0.099705388703004,-0.095890410958904
SD1Q2_0,rbfsvm,,,,,,"{'C': 1.0, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,e1bc,Q2,SD1Q2,0.6309523809523809,0.3868613138686131,0.0,0.0,0.6309523809523809,0.3868613138686131,0.0,0.0
SD1Q2_0,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 430, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.25, 'min_samples_split': 0.5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 280, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,e1bc,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_1,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,16af,Q2,SD1Q2,0.988095238095238,0.987130381492263,0.974587496600724,0.9742647058823528,0.5119047619047619,0.4723456411827792,-0.0551653299962673,-0.0551470588235294
SD1Q2_1,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,16af,Q2,SD1Q2,0.988095238095238,0.987130381492263,0.974587496600724,0.9742647058823528,0.5119047619047619,0.4723456411827792,-0.0551653299962673,-0.0551470588235294
SD1Q2_1,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 39, 'p': 1, 'weights': 'uniform'}",synthetic,synthetic,16af,Q2,SD1Q2,0.8809523809523809,0.8607427055702918,0.7549122287513161,0.726027397260274,0.5238095238095238,0.4429708222811671,-0.099705388703004,-0.095890410958904
SD1Q2_1,rbfsvm,,,,,,"{'C': 1.0, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,16af,Q2,SD1Q2,0.6071428571428571,0.6002883922134103,0.4275313074710722,0.3090727816550348,0.4166666666666667,0.4064888248017304,-0.0358574644975738,-0.0259222333000996
SD1Q2_1,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,16af,Q2,SD1Q2,0.7261904761904762,0.7261516654854714,0.5700417432947631,0.490506329113924,0.4166666666666667,0.4165839829907866,-0.0992975939932813,-0.0854430379746835
SD1Q2_2,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,066e,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_2,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,066e,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_2,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 24, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,066e,Q2,SD1Q2,0.9047619047619048,0.8977480219111382,0.7954960438222763,0.7954960438222763,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_2,rbfsvm,,,,,,"{'C': 1.623776739188721, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.5, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,066e,Q2,SD1Q2,0.9523809523809524,0.9473354231974922,0.8999151063526858,0.8949343339587242,0.5238095238095238,0.4733542319749216,-0.0509385909256237,-0.050656660412758
SD1Q2_2,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,066e,Q2,SD1Q2,0.9523809523809524,0.9500891265597148,0.9049132138101984,0.9004149377593361,0.4523809523809524,0.4260249554367201,-0.1459537441629352,-0.145228215767635
SD1Q2_3,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,3337,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_3,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,3337,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_3,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 25, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,3337,Q2,SD1Q2,0.9642857142857144,0.9608148032965323,0.9245748805139686,0.9217391304347826,0.5357142857142857,0.4905924428549214,-0.0174448090663012,-0.0173913043478259
SD1Q2_3,rbfsvm,,,,,,"{'C': 0.08858667904100823, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 6, 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,3337,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_3,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,3337,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_4,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,37a4,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_4,lr,,,,,,"{'C': 0.03359818286283781, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,37a4,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_4,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 26, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,37a4,Q2,SD1Q2,0.9642857142857144,0.9613911444767888,0.9230998552708743,0.9227941176470588,0.5119047619047619,0.4723456411827792,-0.0551653299962673,-0.0551470588235294
SD1Q2_4,rbfsvm,,,,,,"{'C': 0.23357214690901212, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 6, 'gamma': 'scale', 'kernel': 'sigmoid', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,37a4,Q2,SD1Q2,0.9761904761904762,0.974074074074074,0.9494557786752492,0.9481801357186922,0.5,0.4555555555555555,-0.0883358336698507,-0.0882171499074644
SD1Q2_4,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 620, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.25, 'min_samples_split': 0.1, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 310, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,37a4,Q2,SD1Q2,0.9523809523809524,0.9473354231974922,0.8999151063526858,0.8949343339587242,0.5476190476190477,0.4996865203761754,0.0018866144787268,0.0018761726078798
SD1Q2_5,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,ae95,Q2,SD1Q2,0.9523809523809524,0.9495192307692308,0.9002455030452907,0.8990990990990991,0.5,0.4699519230769231,-0.0595352737484861,-0.0594594594594592
SD1Q2_5,lr,,,,,,"{'C': 0.08858667904100823, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,ae95,Q2,SD1Q2,0.9761904761904762,0.9744370054777846,0.9488740109555692,0.9488740109555692,0.5238095238095238,0.4887401095556908,-0.0225197808886183,-0.0225197808886183
SD1Q2_5,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 21, 'p': 2, 'weights': 'uniform'}",synthetic,synthetic,ae95,Q2,SD1Q2,0.9047619047619048,0.8990384615384615,0.7992159475933143,0.7981981981981983,0.5476190476190477,0.5204326923076923,0.0414942817034903,0.0414414414414414
SD1Q2_5,rbfsvm,,,,,,"{'C': 0.23357214690901212, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 4, 'gamma': 'scale', 'kernel': 'sigmoid', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': False, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,ae95,Q2,SD1Q2,1.0,1.0,1.0,1.0,0.5,0.4631771150334753,-0.0736457699330493,-0.0736457699330492
SD1Q2_5,rf,,,,,,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,ae95,Q2,SD1Q2,0.9523809523809524,0.9488740109555692,0.8977480219111381,0.8977480219111382,0.5238095238095238,0.4887401095556908,-0.0225197808886183,-0.0225197808886183
SD1Q2_6,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,a22b,Q2,SD1Q2,0.988095238095238,0.987130381492263,0.974587496600724,0.9742647058823528,0.5119047619047619,0.4723456411827792,-0.0551653299962673,-0.0551470588235294
SD1Q2_6,lr,,,,,,"{'C': 29.763514416313132, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,a22b,Q2,SD1Q2,0.988095238095238,0.987130381492263,0.974587496600724,0.9742647058823528,0.5119047619047619,0.4723456411827792,-0.0551653299962673,-0.0551470588235294
SD1Q2_6,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 17, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,a22b,Q2,SD1Q2,0.9761904761904762,0.974074074074074,0.9494557786752492,0.9481801357186922,0.5,0.4555555555555555,-0.0883358336698507,-0.0882171499074644
SD1Q2_6,rbfsvm,,,,,,"{'C': 1.0, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,a22b,Q2,SD1Q2,0.988095238095238,0.9873015873015872,0.9749213804780402,0.9746070133010882,0.4880952380952381,0.453968253968254,-0.0919280706157953,-0.0918984280532044
SD1Q2_6,rf,,,,,,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 70, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.25, 'min_samples_split': 0.25, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 370, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,a22b,Q2,SD1Q2,0.9642857142857144,0.9608148032965323,0.9245748805139686,0.9217391304347826,0.5357142857142857,0.4905924428549214,-0.0174448090663012,-0.0173913043478259
SD1Q2_7,lr,,,,,,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",original,synthetic,894e,Q2,SD1Q2,0.9761904761904762,0.9747596153846154,0.950760280771279,0.9495495495495496,0.5,0.4699519230769231,-0.0595352737484861,-0.0594594594594592
SD1Q2_7,lr,,,,,,"{'C': 0.08858667904100823, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",synthetic,synthetic,894e,Q2,SD1Q2,0.9761904761904762,0.9747596153846154,0.950760280771279,0.9495495495495496,0.5,0.4699519230769231,-0.0595352737484861,-0.0594594594594592
SD1Q2_7,knn,,,,,,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 37, 'p': 1, 'weights': 'distance'}",synthetic,synthetic,894e,Q2,SD1Q2,0.8809523809523809,0.8607427055702918,0.7549122287513161,0.726027397260274,0.5238095238095238,0.4429708222811671,-0.099705388703004,-0.095890410958904
SD1Q2_7,rbfsvm,,,,,,"{'C': 0.615848211066026, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 6, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': 100000, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",synthetic,synthetic,894e,Q2,SD1Q2,0.3809523809523809,0.290448343079922,0.0839467459114693,0.0139954853273138,0.3571428571428571,0.2631578947368421,-0.1435218559131573,-0.0239277652370202
