Dataset id,SDG,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Quality,Original dataset
SD0Q1500_7,SD0Q1500,0.5867924294968688,0.02249480000000048,357.5521925703662,0.02214479999999952,Q1500,D0
SD0Q1500_8,SD0Q1500,0.5042954491336771,0.024826799999999594,483.7431299043266,0.021404900000000282,Q1500,D0
SD0Q1500_9,SD0Q1500,0.5005071010434404,0.02346230000000027,365.46922837262935,0.028348199999999935,Q1500,D0
SD0Q500_0,SD0Q500,0.9022593431542485,0.021018399999999104,1052.6863069523686,0.024809799999999882,Q500,D0
SD0Q500_1,SD0Q500,1.0555273267726344,0.021847300000001013,833.3608108081054,0.02505040000000136,Q500,D0
SD0Q500_2,SD0Q500,0.7686567302347243,0.023176100000000588,769.7053067785478,0.020181300000000846,Q500,D0
SD0Q500_3,SD0Q500,0.8452153818689108,0.01808440000000111,868.2109089050989,0.018882000000001398,Q500,D0
SD0Q500_4,SD0Q500,0.8334683985662074,0.024209199999999598,567.0066104312264,0.024617700000000298,Q500,D0
SD0Q500_5,SD0Q500,1.1734975971317645,0.020950799999999603,784.3250009872819,0.020567599999999686,Q500,D0
SD0Q500_6,SD0Q500,0.8643588712512192,0.02249570000000034,825.9774519053491,0.020307999999999993,Q500,D0
SD0Q500_7,SD0Q500,0.8787713749908372,0.02251129999999968,725.6879989337529,0.02354580000000084,Q500,D0
SD0Q500_8,SD0Q500,0.9538845941804431,0.02341670000000029,783.3776675461052,0.018803800000000592,Q500,D0
SD0Q500_9,SD0Q500,0.6835140041448802,0.024219900000000294,641.566343626854,0.022720399999998975,Q500,D0
SD1Q1000_0,SD1Q1000,0.5510629280868122,0.05071739999999991,471.4853748803214,0.049786499999999734,Q1000,D1
SD1Q1000_1,SD1Q1000,0.4480412107705131,0.05241149999999983,399.9738636101581,0.052333899999998934,Q1000,D1
SD1Q1000_2,SD1Q1000,0.619943769922356,0.05671170000000103,518.9885376502325,0.05190370000000044,Q1000,D1
SD1Q1000_3,SD1Q1000,0.48745191386707,0.054767599999999916,628.3725349273939,0.04912919999999943,Q1000,D1
SD1Q1000_4,SD1Q1000,0.6459958316813389,0.052646199999999865,411.8263704676882,0.05464689999999983,Q1000,D1
SD1Q1000_5,SD1Q1000,0.5825369789296906,0.05970690000000012,541.2299554379593,0.06535069999999976,Q1000,D1
SD1Q1000_6,SD1Q1000,0.6193253600631001,0.05592240000000004,529.9955309217049,0.050187300000001045,Q1000,D1
SD1Q1000_7,SD1Q1000,0.4399178990686554,0.05120289999999983,633.0700398617552,0.056404900000000424,Q1000,D1
SD1Q1000_8,SD1Q1000,0.604762674684072,0.049566300000000396,542.7975985153049,0.05238370000000003,Q1000,D1
SD1Q1000_9,SD1Q1000,0.43873264954853813,0.06301190000000112,363.37574717676335,0.06266140000000142,Q1000,D1
SD1Q100_0,SD1Q100,0.9129557929811094,0.05879900000000049,652.3984018559984,0.06047759999999869,Q100,D1
SD1Q100_1,SD1Q100,0.899595970023815,0.05577560000000048,1076.4804451211166,0.05786960000000008,Q100,D1
SD1Q100_2,SD1Q100,0.9374703857822091,0.049154000000001474,930.164272024584,0.052642300000000475,Q100,D1
SD1Q100_3,SD1Q100,0.9306280572331633,0.05669300000000099,722.421825554008,0.04542520000000039,Q100,D1
SD1Q100_4,SD1Q100,0.8098551713367957,0.06383650000000074,1059.7197236129293,0.04982189999999953,Q100,D1
SD1Q100_5,SD1Q100,1.168192198893563,0.05262739999999866,884.4216157075912,0.061465999999999354,Q100,D1
SD1Q100_6,SD1Q100,1.3739736306464803,0.05375019999999964,1055.5385827497298,0.04803949999999979,Q100,D1
SD1Q100_7,SD1Q100,0.9765395786575541,0.05576639999999955,986.4283455863601,0.057296899999998985,Q100,D1
SD1Q100_8,SD1Q100,0.8031280701882245,0.05492570000000008,788.3320165964195,0.049017900000000836,Q100,D1
SD1Q100_9,SD1Q100,0.6275953312724801,0.05309579999999947,609.1217140939443,0.06425959999999975,Q100,D1
SD1Q10_0,SD1Q10,13.418460619110606,0.04848439999999954,13267.220199793454,0.060505199999999704,Q10,D1
SD1Q10_1,SD1Q10,13.572367155708786,0.05693570000000037,13390.396415643982,0.0493819000000002,Q10,D1
SD1Q10_2,SD1Q10,13.126699612861039,0.045868200000001025,13888.193807014997,0.050781300000000584,Q10,D1
SD1Q10_3,SD1Q10,12.093945842636796,0.04566510000000079,13010.694142973483,0.04231380000000051,Q10,D1
SD1Q10_4,SD1Q10,13.825519536106997,0.04499050000000082,13764.504674659358,0.04555359999999986,Q10,D1
SD1Q10_5,SD1Q10,12.681030006945711,0.04681740000000012,15204.265414806885,0.046611999999999654,Q10,D1
SD1Q10_6,SD1Q10,13.550643837598967,0.05834220000000023,13213.816323371735,0.045602599999998716,Q10,D1
SD1Q10_7,SD1Q10,13.1742508152565,0.0506524000000006,12902.222648087813,0.03987240000000014,Q10,D1
SD1Q10_8,SD1Q10,13.647480818917735,0.05002759999999995,14708.573841678355,0.04006859999999968,Q10,D1
SD1Q10_9,SD1Q10,13.39703897620803,0.04263919999999999,11314.154112867156,0.04217080000000095,Q10,D1
SD1Q1500_0,SD1Q1500,0.36677455737406417,0.052487400000000406,374.40374471599256,0.051254099999999525,Q1500,D1
SD1Q1500_1,SD1Q1500,0.40356592259245266,0.057634799999998876,318.94316870603484,0.04702810000000035,Q1500,D1
SD1Q1500_2,SD1Q1500,0.4059726470014462,0.04835590000000067,295.29343131613757,0.0487289999999998,Q1500,D1
SD1Q1500_3,SD1Q1500,0.4197946583705853,0.05237529999999957,363.41418796972533,0.04985230000000129,Q1500,D1
SD1Q1500_4,SD1Q1500,0.3196707197665209,0.04807929999999949,367.1466958044658,0.04973670000000041,Q1500,D1
SD1Q1500_5,SD1Q1500,0.3249775015691568,0.05428000000000033,354.2947490174822,0.05976150000000047,Q1500,D1
SD1Q1500_6,SD1Q1500,0.4239158128392935,0.05604989999999965,290.46993966146897,0.05130099999999871,Q1500,D1
SD1Q1500_7,SD1Q1500,0.3065794070879209,0.05129140000000021,457.93718959569344,0.04611489999999918,Q1500,D1
SD1Q1500_8,SD1Q1500,0.441404995235753,0.055550399999999556,405.7684963123793,0.05551689999999887,Q1500,D1
SD1Q1500_9,SD1Q1500,0.3850259392729976,0.05081870000000066,282.28981678021665,0.049331600000000364,Q1500,D1
SD1Q500_0,SD1Q500,1.8332410277278617,0.0627879999999994,1873.5306571877297,0.04884389999999961,Q500,D1
SD1Q500_1,SD1Q500,2.2319002537375443,0.057664799999999516,2857.92427426986,0.0710121000000008,Q500,D1
SD1Q500_2,SD1Q500,1.3649548080475786,0.048333100000000684,1089.616129062266,0.05684250000000013,Q500,D1
SD1Q500_3,SD1Q500,1.7099847821605447,0.06088929999999948,1560.1823264750014,0.048085299999998554,Q500,D1
SD1Q500_4,SD1Q500,1.860284594840186,0.05171969999999959,1929.4593623151188,0.04588749999999919,Q500,D1
SD1Q500_5,SD1Q500,1.9145613621830933,0.05046900000000143,2158.823998134395,0.05321789999999993,Q500,D1
SD1Q500_6,SD1Q500,1.5684757551369388,0.0485477999999997,1828.1336530457047,0.050158699999999,Q500,D1
SD1Q500_7,SD1Q500,1.5682663909373846,0.060425200000000956,1552.0875215446592,0.04849869999999967,Q500,D1
SD1Q500_8,SD1Q500,2.204527924161688,0.04709499999999878,2481.4882161344703,0.04761530000000036,Q500,D1
SD1Q500_9,SD1Q500,1.7659161649864958,0.06048800000000121,1509.3397015160747,0.049952499999999844,Q500,D1
SD205Q1000_0,SD205Q1000,0.4803057169370752,0.13278880000000015,983.665238525635,0.12036520000000017,Q1000,D205
SD205Q1000_1,SD205Q1000,0.5323130951219062,0.11188590000000076,1065.9625554101758,0.0861035999999995,Q1000,D205
SD205Q1000_2,SD205Q1000,0.4843546295404392,0.12279479999999943,844.0557789227893,0.1087492999999995,Q1000,D205
SD205Q1000_3,SD205Q1000,0.5709685696698268,0.12444819999999979,1144.8468571519948,0.1179427000000004,Q1000,D205
SD205Q1000_4,SD205Q1000,0.5029059882299288,0.08872880000000194,1073.674835393539,0.11528499999999653,Q1000,D205
SD205Q1000_5,SD205Q1000,0.5848695728923592,0.10879339999999971,1064.3022572270854,0.11186379999999829,Q1000,D205
SD205Q1000_6,SD205Q1000,0.52371162504084,0.13747790000000037,1025.1569923762377,0.09352999999999767,Q1000,D205
SD205Q1000_7,SD205Q1000,0.5012686270473626,0.09279049999999955,878.0537362885269,0.12060490000000001,Q1000,D205
SD205Q1000_8,SD205Q1000,0.5519554771112455,0.10545269999999718,1000.6734233000623,0.11708330000000089,Q1000,D205
SD205Q1000_9,SD205Q1000,0.5101582624540894,0.08579729999999941,1213.3803364613166,0.1230007999999998,Q1000,D205
SD205Q100_0,SD205Q100,0.8609068187604365,0.09454589999999996,1186.5261646183985,0.11813790000000068,Q100,D205
SD205Q100_1,SD205Q100,0.6957928242548932,0.11371499999999912,1360.9419901675785,0.145416400000002,Q100,D205
SD205Q100_2,SD205Q100,0.9881730787828101,0.12081940000000202,1314.0842114052432,0.10292090000000087,Q100,D205
SD205Q100_3,SD205Q100,0.6405719613685182,0.10778399999999877,1609.2156360741717,0.10611540000000019,Q100,D205
SD205Q100_4,SD205Q100,0.6288868993056805,0.0976461999999998,1155.659821124061,0.12644480000000158,Q100,D205
SD205Q100_5,SD205Q100,0.640383061854904,0.1186347000000012,1544.3688637123057,0.1176831000000007,Q100,D205
SD205Q100_6,SD205Q100,0.546437806628962,0.11495869999999897,1227.1888167068353,0.10554529999999929,Q100,D205
SD205Q100_7,SD205Q100,0.7844661438848998,0.11104049999999788,1140.6401290474073,0.10926919999999996,Q100,D205
SD205Q100_8,SD205Q100,0.7892602228697675,0.11960140000000052,1402.6767077035458,0.1065491999999999,Q100,D205
SD205Q100_9,SD205Q100,0.638989808123956,0.10685500000000303,1568.3185021891618,0.09635800000000216,Q100,D205
SD205Q10_0,SD205Q10,3.9573521201240554,0.11666630000000211,7657.973971551564,0.08244959999999679,Q10,D205
SD205Q10_1,SD205Q10,3.871665547886518,0.09862460000000084,7401.074320585359,0.11187829999999721,Q10,D205
SD205Q10_2,SD205Q10,3.8079667833681006,0.10889929999999737,8016.30682812392,0.10373109999999741,Q10,D205
SD205Q10_3,SD205Q10,4.294118422784195,0.12260039999999961,8168.641723951319,0.1025305000000003,Q10,D205
SD205Q10_4,SD205Q10,4.048526556144324,0.11355179999999976,8269.926148378361,0.08417979999999758,Q10,D205
SD205Q10_5,SD205Q10,4.47032138143947,0.10464860000000087,8002.866200842535,0.10931979999999797,Q10,D205
SD205Q10_6,SD205Q10,4.06286433211871,0.09947220000000101,7889.158543200388,0.12032239999999916,Q10,D205
SD205Q10_7,SD205Q10,4.251054564783186,0.09757339999999814,7790.641939946704,0.12063709999999972,Q10,D205
SD205Q10_8,SD205Q10,4.103225483403711,0.10179489999999802,7937.502561566677,0.10682620000000043,Q10,D205
SD205Q10_9,SD205Q10,3.7969053540302364,0.10126319999999822,7551.079622857273,0.10704930000000346,Q10,D205
SD205Q1500_0,SD205Q1500,0.5537327583318811,0.11888210000000043,1129.4950710965556,0.1132382000000014,Q1500,D205
SD205Q1500_1,SD205Q1500,0.7986962979902477,0.10876810000000248,1230.1471872784866,0.12919780000000003,Q1500,D205
SD205Q1500_2,SD205Q1500,0.6433349906391178,0.12190289999999848,1060.14097589415,0.13587210000000027,Q1500,D205
SD205Q1500_3,SD205Q1500,0.6522680227547422,0.11237759999999852,1253.4454546413954,0.12099830000000011,Q1500,D205
SD205Q1500_4,SD205Q1500,0.6292842704603769,0.09852770000000177,1248.9515723096295,0.1289631,Q1500,D205
SD205Q1500_5,SD205Q1500,0.6636207958608621,0.12944810000000118,1084.6065517798806,0.12133349999999865,Q1500,D205
SD205Q1500_6,SD205Q1500,0.6509414282237795,0.1189265000000006,1355.3940559183593,0.10244129999999885,Q1500,D205
SD205Q1500_7,SD205Q1500,0.5946038059332576,0.12466060000000212,1117.4988218717956,0.12769559999999913,Q1500,D205
SD205Q1500_8,SD205Q1500,0.5303203434136272,0.1253578000000033,1198.2890246707648,0.11761000000000266,Q1500,D205
SD205Q1500_9,SD205Q1500,0.6397979778612163,0.11934460000000158,1489.702729159371,0.11631440000000026,Q1500,D205
SD205Q500_0,SD205Q500,0.5255739276926936,0.11404500000000084,850.9610329028553,0.12306620000000024,Q500,D205
SD205Q500_1,SD205Q500,0.5022034884810537,0.12537659999999917,912.2282128350338,0.11282749999999808,Q500,D205
SD205Q500_2,SD205Q500,0.49515394087058706,0.12313620000000114,797.2529222971914,0.09769980000000089,Q500,D205
SD205Q500_3,SD205Q500,0.5338743845524163,0.11917290000000236,877.4232812338018,0.11275180000000162,Q500,D205
SD205Q500_4,SD205Q500,0.4984308587914433,0.12144800000000089,901.5944683489977,0.11394360000000248,Q500,D205
SD205Q500_5,SD205Q500,0.3959919080396334,0.10785140000000126,981.5508165915159,0.10564769999999868,Q500,D205
SD205Q500_6,SD205Q500,0.4566806393007649,0.12754969999999943,983.1128281578061,0.11022590000000321,Q500,D205
SD205Q500_7,SD205Q500,0.48228737903041957,0.12131590000000259,862.8621579104129,0.11363850000000042,Q500,D205
SD205Q500_8,SD205Q500,0.46813753014679943,0.12075430000000154,887.8636746994847,0.11684800000000095,Q500,D205
SD205Q500_9,SD205Q500,0.4670208092293433,0.12037979999999848,755.0566594922645,0.12271439999999956,Q500,D205
SD305Q1000_0,SD305Q1000,44.0296272001336,1.8335957999999977,17679.652944318444,1.9102999000000018,Q1000,D305
SD305Q1000_1,SD305Q1000,30.934402320749818,1.847179600000004,9165.374249279306,1.9732358999999988,Q1000,D305
SD305Q1000_2,SD305Q1000,49.473922654563836,1.8345157000000043,14165.371480836806,2.384401799999999,Q1000,D305
SD305Q1000_3,SD305Q1000,29.583150424354116,1.9735109000000008,21067.402319154662,2.3764477,Q1000,D305
SD305Q1000_4,SD305Q1000,41.64270816087648,1.951929800000002,22444.084088598862,2.3541753999999955,Q1000,D305
SD305Q1000_5,SD305Q1000,43.364610471465255,2.018173300000001,13458.314979641082,2.2782649000000035,Q1000,D305
SD305Q1000_6,SD305Q1000,40.839437390620425,2.0305877999999993,15272.198240477677,2.2804304999999943,Q1000,D305
SD305Q1000_7,SD305Q1000,31.813236685632845,2.0515782999999956,10680.88920778163,2.309500600000007,Q1000,D305
SD305Q1000_8,SD305Q1000,27.05832173435169,1.9623465000000095,13569.582964993813,2.2008241999999996,Q1000,D305
SD305Q1000_9,SD305Q1000,48.639900919168745,2.0526562000000013,12139.06622460556,2.155331700000005,Q1000,D305
SD305Q100_0,SD305Q100,325.01715532288017,1.9675988000000046,142591.6098473486,2.052876399999988,Q100,D305
SD305Q100_1,SD305Q100,343.5554054773725,1.9273163999999952,178926.89188511795,2.0637426999999917,Q100,D305
SD305Q100_2,SD305Q100,383.2061303822312,1.919251899999992,160616.23513844202,2.0168600000000083,Q100,D305
SD305Q100_3,SD305Q100,309.70162048103833,1.8873053000000084,154878.77340192744,2.1379468999999887,Q100,D305
SD305Q100_4,SD305Q100,324.3119192438883,2.71295529999999,139699.43921318647,2.1221775000000065,Q100,D305
SD305Q100_5,SD305Q100,313.4662513052754,2.0289424000000054,155575.95119433646,2.0731842,Q100,D305
SD305Q100_6,SD305Q100,309.26833197261766,1.9754154000000028,158011.1226502351,1.9957840000000004,Q100,D305
SD305Q100_7,SD305Q100,316.7458831368841,1.8691776999999945,144799.14869260567,1.9886793999999952,Q100,D305
SD305Q100_8,SD305Q100,360.74680417286874,1.8982434999999924,141866.521630947,1.9504888000000022,Q100,D305
SD305Q100_9,SD305Q100,351.8248973418496,1.9176907000000085,121287.24354057766,1.9489194000000083,Q100,D305
SD305Q10_0,SD305Q10,185.39771459060503,1.3932288000000028,77270.05117567632,1.2357958000000053,Q10,D305
SD305Q10_1,SD305Q10,180.89934002591036,1.3505846000000048,74664.47800469123,1.2116993999999863,Q10,D305
SD305Q10_2,SD305Q10,192.53058967386767,1.2213719000000083,79967.18134865307,1.3311601000000053,Q10,D305
SD305Q10_3,SD305Q10,181.1241533911092,1.283081100000004,79794.89090674686,1.721562399999982,Q10,D305
SD305Q10_4,SD305Q10,184.8285084916594,1.4208418000000052,76680.36625269965,1.547862600000002,Q10,D305
SD305Q10_5,SD305Q10,188.49489365432217,1.3512276000000156,79424.94160436645,1.5731019000000117,Q10,D305
SD305Q10_6,SD305Q10,176.07030571895706,1.940032599999995,77989.98257766511,1.7684134000000142,Q10,D305
SD305Q10_7,SD305Q10,194.51871478937755,1.3162767999999971,77978.94943672366,1.2894955000000152,Q10,D305
SD305Q10_8,SD305Q10,194.72066057901154,1.2803314000000228,76934.56801912343,1.3200028999999915,Q10,D305
SD305Q10_9,SD305Q10,186.4881299088979,1.1777820000000077,77827.68950909968,1.2627407000000233,Q10,D305
SD305Q1500_0,SD305Q1500,37.915944599252306,2.199528299999997,16403.6957057277,2.637434000000013,Q1500,D305
SD305Q1500_1,SD305Q1500,23.644602317048957,1.991691799999984,8631.746221306035,1.977279899999985,Q1500,D305
SD305Q1500_2,SD305Q1500,19.736036439871615,1.8488618000000088,15060.235874304091,2.004480199999989,Q1500,D305
SD305Q1500_3,SD305Q1500,60.06290040496707,1.8009404999999958,16261.681007912077,1.9553795999999863,Q1500,D305
SD305Q1500_4,SD305Q1500,30.84368360712258,1.9489338000000203,17570.725920897574,1.9823272000000145,Q1500,D305
SD305Q1500_5,SD305Q1500,35.385971971455085,1.8121268000000157,11380.105108091946,1.9474627999999825,Q1500,D305
SD305Q1500_6,SD305Q1500,19.95627714546671,1.784011300000003,17410.959593154366,2.0879760999999917,Q1500,D305
SD305Q1500_7,SD305Q1500,42.24491502052053,1.7706170999999813,14129.925294855075,1.9947018999999955,Q1500,D305
SD305Q1500_8,SD305Q1500,40.60457762514047,1.7547643999999991,17783.642313406403,2.031334500000014,Q1500,D305
SD305Q1500_9,SD305Q1500,40.652863004331785,1.7900081999999884,17934.029226081428,1.9491735999999946,Q1500,D305
SD305Q500_0,SD305Q500,97.70081242951584,1.8520532000000003,45418.224792857894,1.9525093999999967,Q500,D305
SD305Q500_1,SD305Q500,100.58842381253356,1.8172424999999919,43765.30377313407,1.9561214000000007,Q500,D305
SD305Q500_2,SD305Q500,145.59900718681703,1.7784751000000085,43718.31808636906,2.064494400000001,Q500,D305
SD305Q500_3,SD305Q500,97.66704503736979,1.845089200000018,40020.124100224355,2.188029799999981,Q500,D305
SD305Q500_4,SD305Q500,95.49606616322147,2.1487995999999896,42946.11876203857,2.294563700000026,Q500,D305
SD305Q500_5,SD305Q500,135.78405910710018,1.7377453999999943,45818.20368183872,2.1330381999999872,Q500,D305
SD305Q500_6,SD305Q500,inf,2.056255099999987,39409.66908412707,2.026577500000002,Q500,D305
SD305Q500_7,SD305Q500,94.55552771244673,1.956339799999995,38578.587353429306,1.9244309999999984,Q500,D305
SD305Q500_8,SD305Q500,97.51687217396494,1.8338785999999914,41686.76469885203,1.9648319000000072,Q500,D305
SD305Q500_9,SD305Q500,74.6815374200955,1.832327399999997,36396.48830735357,1.9631820999999832,Q500,D305
SD405Q1000_0,SD405Q1000,1.0430362526554229,0.17007359999999494,1725.967056228266,0.1634018000000026,Q1000,D405
SD405Q1000_1,SD405Q1000,0.9395571950393584,0.15176950000000033,1693.3732592487995,0.15720799999999713,Q1000,D405
SD405Q1000_2,SD405Q1000,0.8838820398202225,0.14759789999999384,1758.8723766107282,0.1553914000000134,Q1000,D405
SD405Q1000_3,SD405Q1000,0.9147615211755507,0.15186889999998243,1857.1246958964584,0.15375170000001503,Q1000,D405
SD405Q1000_4,SD405Q1000,0.9619835897706841,0.16772530000000074,1805.6759783322843,0.18167289999999525,Q1000,D405
SD405Q1000_5,SD405Q1000,0.8721256924541717,0.19460439999997448,1802.0082956582623,0.20409029999999007,Q1000,D405
SD405Q1000_6,SD405Q1000,0.8750925675170825,0.1771534000000088,1856.7258890245366,0.1860130999999967,Q1000,D405
SD405Q1000_7,SD405Q1000,0.8779499935418549,0.2440887999999859,1870.3876197674306,0.29444219999999177,Q1000,D405
SD405Q1000_8,SD405Q1000,0.8428150145653355,0.2261857999999961,1846.3133348673268,0.20215970000000993,Q1000,D405
SD405Q1000_9,SD405Q1000,0.8352536539286015,0.17805579999998145,1817.3277728643302,0.1645248999999751,Q1000,D405
SD405Q100_0,SD405Q100,0.8783900603173589,0.17848829999999793,1829.2332360811236,0.19485460000001353,Q100,D405
SD405Q100_1,SD405Q100,0.8245600806504645,0.24384909999997717,1822.789816626755,0.18789350000000127,Q100,D405
SD405Q100_2,SD405Q100,0.9057526396140497,0.17012590000001637,1925.0599426807769,0.17007060000000251,Q100,D405
SD405Q100_3,SD405Q100,0.9886612037166215,0.1562682999999936,1961.4307588205654,0.17122340000000236,Q100,D405
SD405Q100_4,SD405Q100,0.927968310636782,0.16417279999998868,1882.8682312709304,0.15330830000002038,Q100,D405
SD405Q100_5,SD405Q100,1.090159324084329,0.15481130000000576,1927.2653685555458,0.16544020000000614,Q100,D405
SD405Q100_6,SD405Q100,1.0114051874281296,0.178043300000013,1779.7330139575197,0.17566039999999816,Q100,D405
SD405Q100_7,SD405Q100,0.833821475970504,0.1576031000000171,1699.4770569192603,0.17266320000001656,Q100,D405
SD405Q100_8,SD405Q100,0.7888944537700091,0.17319369999998457,1472.6974759194204,0.17376400000000558,Q100,D405
SD405Q100_9,SD405Q100,0.9162577762048021,0.1703157000000033,1542.6529465488984,0.1740440000000092,Q100,D405
SD405Q10_0,SD405Q10,31.62054787097874,0.12141689999998562,66543.86762624116,0.1244847999999763,Q10,D405
SD405Q10_1,SD405Q10,33.8261229073714,0.11792740000001345,66485.06559576555,0.15262189999998554,Q10,D405
SD405Q10_2,SD405Q10,36.51429523899768,0.13860500000001252,68533.43821980974,0.11738890000000879,Q10,D405
SD405Q10_3,SD405Q10,33.71211389856848,0.13969889999998486,70081.58470480518,0.12088860000000068,Q10,D405
SD405Q10_4,SD405Q10,38.62204517779069,0.10142390000001456,70247.97894026079,0.10340350000001308,Q10,D405
SD405Q10_5,SD405Q10,33.37265367959132,0.11734309999999937,68585.9142609632,0.11732420000001298,Q10,D405
SD405Q10_6,SD405Q10,35.49874629432668,0.11091780000000995,75674.31976517255,0.11570160000002261,Q10,D405
SD405Q10_7,SD405Q10,33.29920970131311,0.11311549999999215,71398.19610434244,0.11490360000004785,Q10,D405
SD405Q10_8,SD405Q10,35.3658131851756,0.1356392999999798,65494.496960635865,0.12390189999996437,Q10,D405
SD405Q10_9,SD405Q10,35.30033948776934,0.11947520000001077,65879.12570116433,0.12009890000001633,Q10,D405
SD405Q1500_0,SD405Q1500,0.8856052947043194,0.17047740000003841,1501.2758513084332,0.16833430000002636,Q1500,D405
SD405Q1500_1,SD405Q1500,0.972512113451047,0.15564430000000584,1527.3729623666623,0.1584194999999795,Q1500,D405
SD405Q1500_2,SD405Q1500,0.9015858714866999,0.17814820000000964,1743.7355363607683,0.16443060000000287,Q1500,D405
SD405Q1500_3,SD405Q1500,0.9042066365266527,0.15846190000002025,1560.195082525767,0.15918049999999084,Q1500,D405
SD405Q1500_4,SD405Q1500,0.901679466056627,0.21137639999994917,1788.1926537858592,0.16497759999998607,Q1500,D405
SD405Q1500_5,SD405Q1500,0.9585727886071587,0.17209669999999733,1760.1016939070496,0.1718956999999932,Q1500,D405
