Dataset id,SDG,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Cluster_G_0.5,Cluster_G_0.5_time,Cluster_G_1,Cluster_G_1_time,Cluster_G_1.5,Cluster_G_1.5_time,Cluster_G_2,Cluster_G_2_time,BNLogLikelihood,BNLogLikelihood_time,GMLogLikelihood,GMLogLikelihood_time,ContinousKLDivergence,ContinousKLDivergence_time,DiscreteKLDivergence,DiscreteKLDivergence_time,KSComplement,KSComplement_time,CSTest,CSTest_time,CrCl,CrCl_time,Quality,Original dataset
SD205Q10_3,SD205Q10,13.885924584315823,0.1934203749997323,22967.335160252944,0.1732200240003294,31.10076015769233,101.5176452630003,22.81419253164365,188.681207359,15.404513571891782,306.6202612109992,13.262706963946933,417.4650920380009,-19.305468321015795,0.9855041899991192,-49.00288298114136,11.255813755000418,0.4875530629423522,0.1376300350002566,0.6334957995091949,0.2211320570004318,0.6434260429835651,0.0138108990013279,0.812392046552754,0.0078192830005718,0.2066808128206927,11.269765732000453,Q10,D205
SD205Q10_4,SD205Q10,16.418631086387812,0.1603497459982463,29497.7439587798,0.1881400919992302,32.68077109334445,103.5578833569998,19.3394319733029,233.4600188189997,14.012257607363594,295.24863359200026,10.723492997618338,391.4016457739999,-19.405075167533017,0.8053713859990239,-46.13209397271638,13.939453684999537,0.4797047064147836,0.1382222870015539,0.6276253060998234,0.2396542390015383,0.6427307206068268,0.0127343879994441,0.8065748986359133,0.0074287469997216,0.2032191167217258,9.160589809000156,Q10,D205
SD205Q10_5,SD205Q10,15.910669062262832,0.2060267319993727,31543.07484572569,0.2160625880005682,25.73771249594497,91.25954082300086,16.48349182311623,195.554846291001,12.429540152268078,272.47798234499896,9.876235750567975,385.74798018,-19.35293224033614,0.8280517740004143,-42.69627985541728,13.495868980999148,0.4903699617023517,0.13360799000111,0.6291856233887448,0.2463307199996052,0.6493046776232616,0.0153990749986405,0.806103918830317,0.0073355039985472,0.2185210444701687,10.76739193100002,Q10,D205
SD205Q10_6,SD205Q10,13.550741983155872,0.3582215750011528,22588.28047975109,0.3457239070012292,33.33344761787232,100.6327378090009,20.747971827180283,237.9216786779998,15.914503795556882,311.423655261,13.055182377912352,354.8776942730001,-19.35834950174492,0.9189185049999652,-42.89316977079514,12.0787801030001,0.4827139094340149,0.1314180619992839,0.6334120814686327,0.220886289000191,0.643109987357775,0.012914062001073,0.8086224410420952,0.0076225089997024,0.1894686349026749,12.221725895999043,Q10,D205
SD205Q10_7,SD205Q10,14.907243453988976,0.180578104000233,28708.33659195425,0.2054537309995794,28.18165066417204,109.65451797599962,18.537103695025188,239.5244331780013,14.338507621021751,338.24053553999875,11.121577063918751,379.5486623249999,-19.37502544107762,0.8155278960002761,-43.13867081612798,13.768090686000503,0.4860419718576801,0.1363913469995168,0.6354314705427792,0.2341562189994874,0.6454487989886221,0.0162377140004537,0.8032331499208303,0.0078182310007832,0.1970319060232095,11.82569487100045,Q10,D205
SD205Q10_8,SD205Q10,14.505999029223112,0.1688091350006288,29300.97616176832,0.1986471509990224,24.010797435012776,98.40145549699992,15.471297362546528,197.42728059299952,12.725813803004613,282.0428719779993,9.761716360694622,358.94889544800026,-19.3585320800902,0.8074901580002916,-43.15382459585848,14.440409642000304,0.4837152815511809,0.1293321929988451,0.6313904523521412,0.2260616940002364,0.6512642225031605,0.0124759239988634,0.8004481557763793,0.0076608970011875,0.204023176823868,9.571169052000188,Q10,D205
SD205Q10_9,SD205Q10,15.02859455607296,0.1898244380008691,27632.95776898808,0.2153487790001236,32.15550695742532,115.15862353100056,20.097860911206848,193.01791549399968,15.710311838969629,236.63276651200067,12.642223429162254,331.5479412169989,-19.322686641288755,0.9110033540000586,-44.19195689094672,13.69101791399953,0.4821554579988951,0.1453108069999871,0.6301677060525653,0.2351094349996856,0.6465233881163084,0.0139022080002177,0.80963444136066,0.0078385729993897,0.2130336323390724,9.959082538000075,Q10,D205
SD205Q100_0,SD205Q100,0.4794544103548689,0.1192859969960409,911.1435505388612,0.1390974069945514,2.706282263926303,64.23644023100496,4.90514632598765,148.6793632330009,3.76465832703234,209.1142434060021,3.4669284586508784,267.92743805200007,-17.744864268772112,0.8623606260007364,-21.825490953354336,10.02236525400076,0.8543238911643724,0.1254734859976451,0.9281589797976776,0.2312223780027125,0.8977243994943109,0.0116949000002932,0.9840090741494651,0.0074425200000405,0.1848668166047402,10.699070892005691,Q100,D205
SD205Q100_1,SD205Q100,0.522997524055519,0.1875263870024355,997.6607484865904,0.2370805760001531,2.963324087850485,71.10157618299854,2.723807195240762,156.94369890199596,3.182238139465419,197.6155578780017,2.5485670523554456,249.679927271005,-17.82209499701147,0.8351044449955225,-22.71764704234772,12.715937923996536,0.858586214543851,0.1256104379936005,0.9246286083695188,0.225458223001624,0.8934892541087232,0.0125173530032043,0.9815156700764398,0.007351179003308,0.1825315773532254,8.703291928002727,Q100,D205
SD205Q100_2,SD205Q100,0.4711074252361971,0.136557656005607,1174.335412806833,0.188807666003413,1.8845206844629685,53.13202718499815,2.682842495614058,150.70599446999404,2.322182936675535,195.74826079799823,2.501282551481542,227.48348748400167,-17.865591557741947,0.8435228289963561,-24.448485625094264,11.622037585999353,0.8682642632639176,0.1327579240023624,0.9305436575579557,0.2238730829994892,0.8973451327433628,0.0116938799983472,0.9845691877957938,0.0073046120014623,0.1737516332684885,8.828970458002004,Q100,D205
SD205Q100_3,SD205Q100,0.4022122231425248,0.2047809619980398,735.4687950082931,0.3152072169978055,6.6504221950141575,75.23692414300604,5.388654912036956,150.34194848100014,4.5903969955890265,211.71909413499816,4.037538245375812,308.92563363999943,-17.798170143583363,1.2859771999937948,-22.99924811894357,13.276133225001104,0.8670557471342422,0.1242298139986815,0.9297117726083896,0.2287868470011744,0.895259165613148,0.0152174409959116,0.9892859815640842,0.0083747939934255,0.1724844058061027,8.577839302997745,Q100,D205
SD205Q100_4,SD205Q100,0.4920988703522242,0.1640717159971245,831.2459167198704,0.2287454600009368,3.677920166876963,64.45024055400427,3.105098569154838,146.10485942699597,2.976159743243904,218.4451919830026,2.212160596034685,288.8288247379969,-17.751321501170626,0.7918620810014545,-24.16489243891853,11.638278165002705,0.8615150221439485,0.1572775480017298,0.931522556538475,0.2220365920002223,0.8957016434892541,0.011700203998771,0.9892556317873538,0.0072506949945818,0.172219032685696,8.813499845004117,Q100,D205
SD205Q100_5,SD205Q100,0.4923989218983442,0.1540255060026538,792.5480849316829,0.1838528699954622,2.5026382975459494,65.72407303899672,3.028250349559012,140.82606737699825,2.4110353047422146,188.1131466299994,2.0660354317640754,232.8184034799997,-17.85994684217352,0.7981880659935996,-23.114253392185816,12.557627351998237,0.8668511674433377,0.1276720750029198,0.9293669446244364,0.2174320429985528,0.8970290771175726,0.0116884050003136,0.9867919449429694,0.0074280949993408,0.1837669671192342,8.41520890800166,Q100,D205
SD205Q100_6,SD205Q100,0.4333603356633346,0.1681076439999742,802.2953454537155,0.2950993620033841,2.55936146140536,87.21833926999534,6.3236239544170845,163.27198269400105,4.237611326948896,242.6868899210021,3.539471039399343,337.12584017100016,-17.867452128147793,1.3534723460034002,-24.032250436820664,10.090694396996696,0.8566553642678416,0.0997171880007954,0.9226603439707204,0.2279611339981784,0.8966498103666246,0.0123225160059519,0.9881922903074576,0.011771375000535,0.1723034653356235,9.401439310997375,Q100,D205
SD205Q100_7,SD205Q100,0.5507400845171698,0.1735891999996965,1075.057210034708,0.2918349729952751,2.673054596263907,74.87719910700253,2.765213980995287,137.260224079997,2.869717139853505,236.5760482639962,2.5942574257090087,271.17422358899785,-17.86024014268466,0.8141279339979519,-23.195246100570905,12.39191621899954,0.8658802825901581,0.1318398160001379,0.9199402186141776,0.2255988370015984,0.8960809102402024,0.0122764719999395,0.9846603713349652,0.0073481060026097,0.1773255809701835,9.316715054002998,Q100,D205
SD205Q100_8,SD205Q100,0.3934693054721984,0.1419150130022899,833.5847485629802,0.1422271420015022,2.249677185330261,89.26825568100321,3.819457423036748,134.60361180600012,3.146293152989057,227.75925513699625,3.4586742001533346,290.81437493799604,-17.81478985585404,0.8998077319993172,-23.25778110127035,11.251506699001766,0.8618298174130432,0.1240549630019813,0.9278821624549118,0.2205710319976788,0.8987357774968394,0.0121360659977654,0.9880524641192296,0.0079967299971031,0.1691518253746749,10.25717943100608,Q100,D205
SD205Q100_9,SD205Q100,0.6111660571689548,0.1274781530009932,1081.2100950406136,0.1576166630038642,3.6670529973956,70.98101681099797,3.721422719927984,148.92038120100187,3.387172320670117,217.34719161900284,3.4628520175500106,255.80410086600023,-17.858866117065194,0.7859289580010227,-22.90797294113287,9.54279360500368,0.8526939528339087,0.1230822800062014,0.9239896634319772,0.2230244789971038,0.8975979772439949,0.0116937909988337,0.9870100431574204,0.0072271239987458,0.1726250551458635,10.120328935001451,Q100,D205
SD205Q1000_0,SD205Q1000,0.3535238692826659,0.2873319819991593,426.0449097470519,0.2522814699987066,3.211633957552088,71.73931274600181,2.99734363443091,171.4935444570001,3.974875063555595,224.2759132140054,2.6756879394777293,240.637234818998,-17.895837979298005,0.9309469180007,-29.335084157091327,12.124525692001043,0.875227773808315,0.125390986999264,0.9397654443865396,0.2259490120050031,0.8656131479140328,0.0119682500007911,0.984215420384239,0.008086212001217,0.2252801062038699,8.806811540998751,Q1000,D205
SD205Q1000_1,SD205Q1000,0.3097859913550704,0.1917369200018583,731.4617228276254,0.2160238500000559,1.0624853260949878,64.1776670649997,1.3360280041432189,161.73564702599833,1.4768979751499902,206.0096584489948,1.8880181112939567,252.9770356480003,-17.92636970397619,0.8005860780031071,-27.42439569033896,10.119843780994415,0.8831122115309262,0.1255329289997462,0.9389499764011172,0.2181462649969034,0.8666877370417192,0.0117604129991377,0.9882889734734006,0.0070991510001476,0.229374394609474,10.929419503001554,Q1000,D205
SD205Q1000_2,SD205Q1000,0.431063983884976,0.3742141619950416,708.4211069178535,0.3348970330043812,1.8457613772249124,68.76554108200071,2.1670046918653347,148.8622745160028,1.4053723142481462,221.92945454399887,1.097426222894442,304.0721614400027,-17.935900946813433,0.8070738769965828,-28.10331116097156,11.674718037000275,0.8843641679737185,0.1211970990043482,0.9399801223626928,0.2188968199989176,0.863590391908976,0.0119288229980156,0.983112048960646,0.0071979529966483,0.2185450845575627,9.1571189699971,Q1000,D205
SD205Q1000_3,SD205Q1000,0.3547542182555151,0.3348408520032535,575.1163503142277,0.2669430579990148,4.70277595601879,93.61074456099595,3.695821541813133,221.04108078400168,2.791572138747262,251.15114258700487,2.887797674017253,281.98855534000177,-17.862425460442942,0.9200553339978796,-28.72800800319766,12.732884434997686,0.8784668001035194,0.1221736719962791,0.9427788230692448,0.2190845889999764,0.865486725663717,0.0121634359966265,0.9828577757660468,0.00834073000442,0.2198676798591035,8.218408508997527,Q1000,D205
SD205Q1000_4,SD205Q1000,0.4015663700965318,0.1961492560003535,761.6171741744672,0.2277298459957819,1.3420000600097408,72.02632165500108,1.7099611233984986,167.99321651000355,1.517267804410955,284.6014004410026,2.2253429928706217,280.37077428799967,-17.875454940590107,0.8035073950013611,-28.604050616737908,10.344694385996265,0.8868492649388047,0.1281976280006347,0.9389843881278696,0.2196471180068329,0.8639696586599241,0.0120224950005649,0.9815247456163664,0.0071098990010796,0.2216918198076413,9.897762731998228,Q1000,D205
SD205Q1000_5,SD205Q1000,0.3546722733420657,0.2159191000027931,618.1757928659835,0.2220053990022279,4.884817894604892,86.98222057500243,2.594403839771868,192.1949638379956,2.951000400523906,220.7369885820008,3.114340263877837,293.76250012699893,-17.95487051662187,1.283986480004387,-28.27581674386676,10.508341720997125,0.8798864886550947,0.1237188919985783,0.9374674833728924,0.2206945090001681,0.8690897597977244,0.0155303510036901,0.9782450459420756,0.0076432659989222,0.2248071871597758,10.65873988399835,Q1000,D205
SD205Q1000_6,SD205Q1000,0.4657430193550097,0.1710207060023094,774.0307300631855,0.2280579870057408,2.0490871999266216,76.29764416800026,1.2779243665719746,176.68610464200174,1.81623905593414,199.81741970800067,1.5153407937003,253.159143648998,-17.934557476753156,0.7961141089981538,-27.867444149641003,12.624040082002466,0.8757552057205477,0.1201331589982146,0.9356624907471672,0.2190251229985733,0.8634639696586598,0.0117294060037238,0.9854316541770888,0.0081712669998523,0.2302872203107303,8.695667411004251,Q1000,D205
SD205Q1000_7,SD205Q1000,0.3650481197259158,0.1880679930036422,843.7437538455405,0.2477960460018948,4.3676738178010845,92.18026180399464,2.9434288774169044,158.1403302579929,3.237275061890497,186.26443333700445,2.258887407904552,234.3600710419996,-17.92901324521743,1.0471006119987578,-28.10020987201377,9.556507729997977,0.8885807359715014,0.1268378390013822,0.9392998043984142,0.2173832250045961,0.8694690265486725,0.0119555220007896,0.9827894409831672,0.007968821999384,0.213618915097798,9.7083022959996,Q1000,D205
SD205Q1000_8,SD205Q1000,0.402544662106661,0.2090387290008948,703.5634816739347,0.2240084470031433,1.7792948499938477,72.25493537799775,2.735024326624606,150.24832395900012,1.3849867023154772,242.4778143059957,1.4583287940035372,390.717292026995,-17.956663610816317,0.7895740680032759,-28.13131301102444,12.315399363003962,0.8846672945733745,0.1474225069978274,0.9369209940223492,0.2276630100022885,0.8687104930467761,0.0123107320032431,0.983392722323132,0.0073621810006443,0.2031278323358125,8.593105456006015,Q1000,D205
SD205Q1000_9,SD205Q1000,0.3563588527768125,0.299654599999485,714.7570783020323,0.3437827499947161,0.7704885657005126,85.27281135399971,1.8904475281480249,177.744519013002,1.4266797429095794,224.8570030359988,2.130353826057905,287.3929706199997,-17.93165382622654,0.7816839070001151,-28.05885147751889,12.287719136002124,0.8740238538790418,0.124176584999077,0.9398114108671975,0.2176404959973297,0.8661820480404553,0.0117030730034457,0.9840100548235736,0.0072037910067592,0.2244235748289356,8.571541363999131,Q1000,D205
SD0Q1_1,SD0Q1,3.608786863561133,0.082614299000852,3031.80650461341,0.0423665010002878,13.013737175908592,6.129956630999004,9.817672188418882,6.0466259909990185,8.284569894061491,10.801983861998451,6.800688030793058,8.200292718000128,-18.42068074395237,1.2196932999995624,-34.081051168181816,1.5267289419989538,0.4160503372638237,0.1647876979986904,,0.0009903390000545,0.8069661458333334,0.0086522790006711,0.7910219362896882,0.0012318400004005,0.2329545454545454,0.2042415819996677,Q1,D0
SD0Q1_0,SD0Q1,2.9248431915322843,0.0406688709990703,3176.086932408942,0.0370423750009649,17.481779636714784,4.65558861000136,10.330948383630483,7.723549461999937,9.125556519004316,7.54930534199957,7.446965041950121,8.828897731000325,-18.42068074395237,1.1647557060005056,-34.29975571851688,2.596156511001027,0.4096420434865081,0.1754884279998805,,0.0007466789993486,0.80419921875,0.0090195909997419,0.8333960977089014,0.0013593160001619,0.1404255319148936,0.2914071440009138,Q1,D0
SD0Q1_4,SD0Q1,2.5403813549395924,0.072721692999039,2656.930748070813,0.059151194000151,10.51453035207609,5.51281188899884,9.938095575905455,6.315800889000457,7.189910029631011,9.712865830000736,6.882866211741236,8.3840278689986,-18.42068074395237,1.1597108570003911,-33.631727164854986,1.43371021799976,0.4272250469617439,0.1544982730010815,,0.0009385519988427,0.80126953125,0.0088404059988533,0.8121402425620062,0.0013218050007708,0.3877005347593583,0.1697820330009563,Q1,D0
SD0Q1_3,SD0Q1,3.7120241632856192,0.0387360860004264,3640.205286208234,0.037888857001235,11.994895143254649,5.497470770000291,9.701999844005632,7.429730017000111,7.096473080109646,7.865883324000606,6.983099621401201,8.99388831899887,-18.42068074395237,0.9650325760012493,-34.20532188757996,1.8150012460009748,0.4201282511768641,0.1566174569998111,,0.0010955359994113,0.8017578125,0.0086277010013873,0.78471548165381,0.0012931450000905,0.3936170212765957,0.1874325980006688,Q1,D0
SD0Q1_2,SD0Q1,3.524855442684736,0.0368719359994429,2706.2313146031715,0.0357622789997549,13.68655916735814,5.466815530000531,8.872850290853584,5.78473977899921,7.612060142959959,8.097052966000774,6.32957614140815,9.651260784999977,-18.41937282229169,1.337915524998607,-33.84967109399048,2.942960882999614,0.4287483195528934,0.1720587410000007,,0.0006241979990591,0.8084309895833334,0.0085212320009304,0.7721452716719263,0.0012611809997906,0.5744680851063829,0.364228706999711,Q1,D0
SD0Q1_5,SD0Q1,2.9110676775847764,0.0379511230003117,2439.866491353819,0.0378955560008762,15.337888035436814,5.4662798489989655,9.68180401987022,5.932056763000219,8.440469677418774,8.993844357000853,7.629256595697952,8.742439071000263,-18.42068074395237,1.1637829600003895,-34.173480312736814,1.533959591000894,0.4207908735813337,0.1511934610007301,,0.0006614310004806,0.8035481770833334,0.0081733030001487,0.7596345805930761,0.0011901910002052,0.5335235378031384,0.1726793969992286,Q1,D0
SD0Q1_6,SD0Q1,3.235501577434486,0.0368883589999313,3166.994574735,0.0357774809999682,11.567675219871331,4.928063454999574,10.154943278508007,6.986158593999789,7.768396862013887,7.270572676001393,6.743043051550785,7.768248709000545,-18.42068074395237,0.9950493000014832,-33.721226358947405,2.6788809640002,0.4249488969522965,0.172806643999138,,0.0007370229996013,0.80810546875,0.0090196509991073,0.77632888106991,0.0012822289991163,0.4454828660436137,0.2945369520002714,Q1,D0
SD0Q1_7,SD0Q1,3.1386035740513325,0.0838452839998353,2838.030930764324,0.0882013869995717,11.576377139322782,4.726335121999,10.157935425801094,8.2277905560004,8.477189459195522,8.253142592999211,6.086673990314457,8.807824796000205,-18.42068074395237,1.3057212200001231,-33.462114299170274,1.4619406790006906,0.4064107581331789,0.1608265679988108,,0.0006147130006866,0.7965494791666666,0.0084533580011338,0.805789630301886,0.0012093589994037,0.4884135472370766,0.1951007430016034,Q1,D0
SD0Q1_8,SD0Q1,3.4526169551572856,0.0383121300001221,2604.270377379415,0.0389647570009401,15.228498250008355,4.512723755000479,9.943679759387502,6.877239420999104,7.530834015793444,9.836746951999883,6.419569536449703,10.371749604000795,-18.416622913047007,1.187143154000296,-33.62420135604773,1.93296740599908,0.4210898487979984,0.1548272750005708,,0.0006430899993574,0.80126953125,0.0083354540001892,0.8142598846542212,0.0012695699988398,0.3713646532438478,0.19249503500032,Q1,D0
SD0Q1_9,SD0Q1,3.037164351044169,0.034918972000014,3220.69602526945,0.0359237009997741,14.792050765250924,4.920118269999875,11.099594348085162,5.6176248390002,7.90983931728613,8.013334469000256,7.006366240451597,8.669530317998579,-18.41937841534614,0.9707261450002987,-34.23913764281945,1.5888109170009557,0.4162853790625612,0.1573891190000722,,0.000944220000747,0.8063151041666667,0.0113341939995734,0.7931271540187986,0.0012333960003161,0.5513698630136986,0.2097108090001711,Q1,D0
SD0Q10_0,SD0Q10,5.958588410367711,0.068238112000472,4829.405170580804,0.0458337399995798,29.027810865287165,4.866785640999296,17.68346487711476,6.039822772998377,13.593403934813873,7.071282657998381,11.481284696400776,10.32625098599965,-18.42068074395237,1.3586988299994118,-30.28688144104451,1.4756989309989876,0.4190098735462791,0.1541792410007474,,0.0006624429988733,0.7568359375,0.0083199709988548,0.7973421010906666,0.0012273209995328,0.4438642297650131,0.2052300270006526,Q10,D0
SD0Q10_1,SD0Q10,6.289219865340487,0.0392548050003824,5323.481109387891,0.0438051990004169,29.9486853529614,5.714972805000798,18.110221011483464,6.284280871999727,12.245747960370204,8.481760403999942,10.005019680254843,10.20188459000019,-18.418849923564903,1.2028666959995462,-31.25919206634309,2.1547617579999496,0.4115167647372363,0.1692217039999377,,0.0007144339997466,0.7322591145833334,0.0084350249999261,0.8036755804676498,0.0012435930002538,0.4842105263157894,0.299701133999406,Q10,D0
SD0Q10_2,SD0Q10,6.524966093614109,0.0633228799997596,4689.7695488528825,0.0665060560004349,26.11604547912864,4.312627289000375,17.0064239811145,5.715189309999914,12.81896683077572,8.372534250998797,10.309830396434334,9.561554633000924,-18.4205715022366,1.0165661789997102,-30.54513459101476,1.4494522999993933,0.4129260575057528,0.1528455400002712,,0.0007751489993097,0.7386067708333334,0.0084031229998799,0.7784231300743918,0.0013113069999235,0.2271604938271605,0.2169979249993048,Q10,D0
SD0Q10_3,SD0Q10,5.974457909726916,0.0375434659999882,4276.203011910869,0.0372998390012071,30.74651638461533,5.413198321999516,18.16103701475248,8.103392837001593,14.199657349891304,6.137998207999772,11.986280063282011,9.205699631000243,-18.404922150088726,1.400421136000659,-30.70755763578768,1.7272937319994526,0.4126199023610953,0.1689308949989936,,0.0006281099995248,0.7389322916666666,0.0091929999998683,0.7994518010972201,0.0012297089997446,0.3932584269662922,0.1988547470009507,Q10,D0
SD0Q10_4,SD0Q10,6.0189717141667245,0.0361290569999255,4948.006282103491,0.0364951259998633,27.59163105584504,4.079685298000186,16.443097296635408,6.369310895999661,12.92562603661866,9.17117429099926,10.661043430880303,7.1892681650006125,-18.42068074395237,1.212981676999334,-30.864592496896982,2.081115344999489,0.4058202664808147,0.1592376420012442,,0.00118816199938,0.7347005208333334,0.0096553719995426,0.7492566816533663,0.0013313250001374,0.3602305475504322,0.4043353729994123,Q10,D0
