Epoch,Loss_G,Loss_D
419,-0.7487,-0.1909
420,-0.5867,-0.1041
421,-0.7538,-0.3196
422,-0.5697,-0.2612
423,-0.6791,-0.4818
424,-0.6921,-0.0171
425,-0.5982,-0.1942
426,-0.61,0.0248
427,-0.7641,-0.0528
428,-0.5393,-0.2145
429,-0.6782,-0.2184
430,-0.6396,-0.0081
431,-0.5248,-0.1756
432,-0.9219,-0.3128
433,-0.8003,-0.2999
434,-0.7887,0.1267
435,-0.8227,-0.255
436,-0.4697,-0.1971
437,-0.7525,0.2094
438,-0.7086,-0.3209
439,-0.3955,0.1625
440,-0.7471,0.0508
441,-0.8761,-0.2501
442,-0.8514,-0.1952
443,-0.8474,0.2138
444,-0.8701,-0.1823
445,-0.7816,-0.344
446,-0.6425,-0.1021
447,-0.8638,-0.4678
448,-0.8336,0.1764
449,-0.4699,-0.1408
450,-1.0579,0.1026
451,-0.6964,-0.0387
452,-0.9346,0.3614
453,-0.7808,-0.1897
454,-0.7668,0.2145
455,-1.0075,-0.2778
456,-0.7373,0.2774
457,-0.732,-0.1008
458,-0.6554,0.0483
459,-0.895,0.2644
460,-0.9051,0.0001
461,-0.976,-0.2977
462,-0.8794,0.131
463,-1.1406,-0.067
464,-1.0902,-0.1611
465,-0.9765,-0.1631
466,-0.5154,-0.5068
467,-0.8981,-0.0738
468,-0.9403,-0.1138
469,-0.9446,0.3077
470,-1.1244,-0.3114
471,-0.9277,0.0897
472,-1.1099,-0.1
473,-0.4524,-0.0506
474,-1.0261,-0.3241
475,-0.7492,-0.1961
476,-0.908,0.3291
477,-0.505,-0.0286
478,-0.7835,0.0457
479,-0.8027,0.0569
480,-0.6748,0.1556
481,-0.8449,-0.5181
482,-0.55,0.1777
483,-0.9991,0.1513
484,-0.9459,-0.27
485,-0.962,-0.0249
486,-1.0538,-0.2591
487,-0.823,-0.4992
488,-1.1047,-0.1208
489,-0.9394,-0.3914
490,-1.2143,-0.0252
491,-0.8635,-0.1042
492,-0.9962,-0.0203
493,-1.2419,-0.1876
494,-1.1901,0.1935
495,-0.7152,-0.3314
496,-1.148,0.2073
497,-1.0415,-0.3094
498,-1.0239,0.0774
499,-0.7635,0.1028
500,-1.0,-0.1157
501,-0.7996,0.3101
502,-1.079,0.1244
503,-1.4271,-0.0348
504,-1.158,0.2577
505,-1.1914,-0.3828
506,-1.3419,-0.1283
507,-1.5296,-0.0265
508,-0.8283,0.1052
509,-1.1125,0.0623
510,-1.1165,-0.1026
511,-1.1352,-0.2344
512,-1.2382,0.1832
513,-1.2513,0.4166
514,-1.0204,0.5863
515,-1.1862,0.3785
516,-1.1381,-0.1884
517,-0.9543,0.0652
518,-1.2542,0.5711
519,-1.0921,0.0037
520,-0.9097,0.3006
521,-1.1028,0.2935
522,-1.2054,-0.0022
523,-1.2212,-0.273
524,-0.8679,0.0183
525,-1.0138,0.0331
526,-1.0195,0.0708
527,-0.9524,0.2879
528,-0.9338,-0.1578
529,-1.1102,0.1383
530,-0.9644,0.012
531,-0.8914,0.1407
532,-1.281,0.3458
533,-0.9074,0.2253
534,-0.98,0.0405
535,-0.8606,0.3919
536,-1.0282,-0.3744
537,-0.9837,0.0388
538,-0.8736,0.0471
539,-1.1637,0.2731
540,-0.9738,-0.3555
541,-0.8933,-0.2024
542,-1.0496,-0.2533
543,-1.1486,0.006
544,-1.071,-0.2158
545,-0.8257,-0.2531
546,-0.9102,-0.3003
547,-1.0016,0.0333
548,-0.8819,0.2214
549,-0.8976,0.0899
550,-0.8427,-0.0851
551,-0.8805,0.2129
552,-1.0152,-0.2522
553,-0.7029,-0.4048
554,-0.8028,-0.078
555,-0.7745,0.2136
556,-0.8549,-0.0611
557,-0.7557,-0.0426
558,-0.8803,-0.4095
559,-0.9657,0.0887
560,-1.0973,-0.1403
561,-0.6195,-0.2654
562,-0.7621,0.0234
563,-1.0009,-0.2935
564,-0.7333,-0.2072
565,-0.7146,0.3707
566,-0.9076,-0.0519
567,-1.0597,-0.4578
568,-0.6108,-0.1324
569,-0.6843,-0.293
570,-1.0133,-0.3466
571,-0.6222,-0.5551
572,-0.5905,-0.0494
573,-0.6712,-0.1266
574,-0.6691,-0.4472
575,-0.7673,-0.0911
576,-0.5904,-0.1407
577,-0.6836,-0.2956
578,-0.7961,-0.3313
579,-0.8565,-0.2589
580,-0.694,0.3317
581,-1.027,-0.0893
582,-1.2903,0.0658
583,-0.9615,0.1819
584,-0.7106,-0.1244
585,-0.7732,-0.0771
586,-0.9841,0.2526
587,-1.121,-0.1294
588,-1.0357,0.664
589,-1.1235,0.0336
590,-0.8479,0.0108
591,-0.9195,-0.4703
592,-1.1076,-0.1631
593,-0.7915,-0.1508
594,-0.9274,0.4439
595,-0.8582,-0.1953
596,-1.1233,-0.0256
597,-1.331,-0.0984
598,-1.1271,-0.1085
599,-1.1405,0.1966
600,-1.2336,-0.0001
601,-1.0082,-0.0612
602,-0.8579,-0.0583
603,-0.8197,0.3371
604,-1.0129,0.2052
605,-1.2451,-0.5169
606,-1.0234,-0.1893
607,-1.1444,0.1998
608,-1.0838,-0.2655
609,-1.2542,0.1874
610,-1.0124,0.1647
611,-1.2064,0.2834
612,-1.2179,0.1378
613,-1.086,-0.0662
614,-1.1748,-0.0984
615,-0.9126,0.2025
616,-1.2213,0.1258
617,-1.0347,-0.0485
618,-1.0151,0.2799
619,-1.2517,-0.1338
620,-1.0553,-0.0413
621,-1.0241,0.1856
622,-1.0326,0.024
623,-1.1429,0.2329
624,-0.8504,-0.1763
625,-1.1322,-0.0334
626,-0.9734,0.1705
627,-0.916,0.0923
628,-0.9952,0.1476
629,-1.2238,-0.1451
630,-1.0221,-0.1208
631,-0.853,0.0629
632,-0.9201,0.092
633,-1.0418,0.1002
634,-0.8491,-0.3194
635,-1.3848,0.0159
636,-1.0934,-0.1738
637,-1.1934,-0.5466
638,-1.2121,-0.2762
639,-1.0049,0.0433
640,-1.314,0.0106
641,-1.0277,-0.1105
642,-0.8441,-0.1553
643,-0.6653,-0.0311
644,-1.3525,-0.1314
645,-1.0008,0.0405
646,-1.1212,0.224
647,-1.3382,0.0879
648,-1.1518,-0.2715
649,-1.1987,-0.157
650,-1.2925,-0.0002
651,-1.1581,0.1135
652,-0.9411,-0.0472
653,-1.2144,0.1713
654,-1.0459,-0.0196
655,-0.8884,-0.4898
656,-0.8777,-0.0206
657,-1.2115,-0.2527
658,-1.2698,-0.066
659,-1.1703,0.0672
660,-1.1038,-0.1826
661,-1.0911,-0.3459
662,-1.1198,-0.0946
663,-1.1104,-0.0286
664,-1.3567,-0.0342
665,-0.8298,0.137
666,-1.3769,0.0476
667,-1.2616,0.124
668,-0.9719,-0.2289
669,-1.2587,0.0374
670,-0.8555,0.4231
671,-1.0456,-0.2532
672,-1.1372,-0.1532
673,-1.2735,-0.2723
674,-1.2071,-0.1983
675,-1.0201,0.0317
676,-1.1246,0.4201
677,-1.1256,-0.1071
678,-0.8451,-0.3335
679,-1.1055,0.0568
680,-0.8631,-0.0916
681,-1.0046,-0.0548
682,-1.317,-0.0137
683,-1.2403,-0.1769
684,-1.22,0.0566
685,-1.0784,-0.2042
686,-1.2593,0.031
687,-1.0083,0.0817
688,-0.9793,-0.0106
689,-0.9945,-0.0377
690,-1.0143,0.1364
691,-1.0802,-0.1043
692,-1.4086,-0.2282
693,-0.9839,-0.1462
694,-1.1239,0.2986
695,-1.1102,-0.2397
696,-0.8845,-0.5282
697,-1.3655,-0.3273
698,-0.8512,-0.3361
699,-1.1628,-0.1857
700,-0.8951,-0.269
701,-1.0023,0.0268
702,-1.0769,-0.3453
703,-1.1024,-0.1765
704,-0.8816,-0.481
705,-1.1035,-0.0302
706,-1.092,-0.1182
707,-1.0875,-0.0436
708,-1.1132,-0.2925
709,-1.1402,-0.164
710,-1.1272,0.3445
711,-1.1764,0.1198
712,-1.2247,-0.2459
713,-1.2516,-0.3208
714,-1.1729,-0.3685
715,-1.2922,0.1413
716,-1.0405,-0.3346
717,-0.9502,-0.1986
718,-1.1472,-0.019
719,-1.3777,-0.3542
720,-1.1866,-0.4099
721,-1.1506,-0.2057
722,-1.1435,0.1233
723,-1.2521,0.1738
724,-1.0814,-0.3222
725,-1.0965,0.3019
726,-1.2391,0.0962
727,-0.9427,0.0047
728,-0.957,-0.1091
729,-1.0919,0.2174
730,-1.306,-0.2948
731,-1.0379,-0.0168
732,-1.1747,-0.2748
733,-1.2032,-0.2231
734,-1.2244,0.0011
735,-1.2124,0.2631
736,-1.2241,-0.2091
737,-1.3946,-0.2156
738,-1.0989,-0.2456
739,-1.2968,-0.131
740,-1.2126,-0.4528
741,-1.5511,-0.0722
742,-1.1245,-0.2336
743,-1.4037,-0.0738
744,-1.3135,0.0672
745,-1.0562,-0.3269
746,-1.2022,0.3157
747,-1.0602,0.0152
748,-1.1347,-0.1818
749,-1.1511,-0.1382
750,-1.7572,0.1509
751,-1.4453,-0.1078
752,-1.0108,0.0189
753,-1.3829,-0.4466
754,-1.3607,-0.0921
755,-1.3602,-0.0316
756,-1.201,-0.1259
757,-1.1983,-0.4277
758,-1.1372,-0.2612
759,-1.5804,0.1015
760,-1.5892,-0.1132
761,-1.0772,-0.4497
762,-1.1911,-0.1699
763,-1.25,0.1971
764,-1.269,-0.0493
765,-1.3147,0.44
766,-1.0805,0.0647
767,-1.2466,-0.175
768,-1.2829,0.1535
769,-1.2993,-0.5791
770,-1.0522,-0.0632
771,-1.4996,0.1039
772,-1.2499,0.3172
773,-1.307,-0.115
774,-1.5151,0.1328
775,-1.4906,-0.3837
776,-1.6371,-0.3254
777,-1.3951,-0.4012
778,-1.1861,-0.668
779,-1.4189,0.0302
780,-1.2646,0.3276
781,-1.4998,0.1108
782,-1.68,-0.2413
783,-1.2792,0.2717
784,-1.613,0.4746
785,-1.3435,0.144
786,-1.7443,0.1877
787,-1.3363,0.0022
788,-1.3945,-0.174
789,-1.4879,-0.1801
790,-1.3883,0.0056
791,-1.2842,0.3163
792,-1.309,-0.3492
793,-1.2475,-0.3248
794,-1.1955,-0.0779
795,-1.2012,-0.1293
796,-1.4715,-0.327
797,-1.2902,-0.0071
798,-1.1867,-0.2213
799,-1.4154,-0.443
800,-1.5684,0.195
801,-1.0617,-0.1469
802,-1.5553,-0.2513
803,-1.2095,0.1209
804,-1.2875,0.0454
805,-1.3347,-0.1534
806,-1.66,0.1987
807,-1.2972,-0.2087
808,-1.4072,0.0355
809,-1.0873,-0.2215
810,-1.3227,0.2779
811,-1.2404,-0.2587
812,-1.3613,-0.015
813,-1.2731,0.0179
814,-1.598,0.4589
815,-1.2169,0.1004
816,-1.4221,-0.388
817,-1.3801,0.1321
818,-1.0721,-0.0519
819,-1.1846,-0.5262
820,-1.3027,0.1218
821,-1.0969,-0.0376
822,-1.4867,-0.0881
823,-1.3425,-0.1466
824,-1.4742,-0.3189
825,-1.2182,-0.0355
826,-1.2104,0.0473
827,-1.1379,0.0797
828,-1.0411,-0.1238
829,-1.0607,-0.0613
830,-1.2336,0.0515
831,-1.4719,-0.0906
832,-0.9515,-0.0515
833,-1.3139,0.3707
834,-1.2946,-0.0956
835,-1.0985,-0.1766
836,-0.9739,-0.1182
837,-1.4086,-0.1722
838,-1.0109,-0.5491
839,-1.2156,-0.0921
840,-1.3613,0.0525
841,-1.111,-0.3962
842,-1.2683,-0.1136
843,-1.3254,0.1375
844,-1.507,-0.2003
845,-1.1423,-0.4909
846,-0.9158,-0.1637
847,-1.2571,0.0626
848,-1.1717,0.0964
849,-1.1309,-0.0045
850,-1.0625,0.1568
851,-1.1115,0.0224
852,-1.4613,-0.1673
853,-1.2278,0.0488
854,-1.3246,-0.3871
855,-1.2506,0.1093
856,-1.0974,-0.3469
857,-0.9131,0.1016
858,-1.1171,-0.1077
859,-1.2703,0.393
860,-1.3429,0.0491
861,-1.1073,0.0024
862,-1.0458,-0.2279
863,-1.1965,0.0915
864,-1.4489,0.0626
865,-1.0379,0.5228
866,-1.2903,-0.1581
867,-1.227,0.1138
868,-1.2874,-0.0578
869,-1.2919,0.4297
870,-1.2769,-0.1937
871,-1.2431,0.05
872,-1.2802,-0.2644
873,-1.1849,0.1121
874,-1.1518,0.1617
875,-1.174,0.4494
876,-1.4624,-0.1151
877,-1.342,0.0468
878,-1.1108,-0.2382
879,-1.1516,-0.3545
880,-0.8681,0.0018
881,-1.4197,-0.0386
882,-1.1364,0.1475
883,-1.2986,0.1407
884,-1.4283,0.5112
885,-1.1712,0.0744
886,-1.2949,-0.1029
887,-1.3523,0.0223
888,-0.9755,0.1959
889,-0.9693,-0.329
890,-1.0134,-0.3232
891,-1.1517,0.0725
892,-1.2156,-0.4766
893,-1.0776,0.2235
894,-0.9221,-0.2645
895,-1.191,0.217
896,-1.3256,-0.0236
897,-1.2851,0.0242
898,-1.2788,0.0068
899,-1.1495,-0.0137
900,-1.0716,-0.0072
901,-1.441,-0.3062
902,-1.2469,-0.0829
903,-1.1155,-0.1659
904,-1.3254,-0.009
905,-1.4128,0.1086
906,-1.1763,-0.1371
907,-1.2155,0.029
908,-1.2841,0.2737
909,-1.021,-0.1705
910,-1.1655,-0.032
911,-1.0091,-0.1202
912,-1.4374,-0.2886
913,-1.2957,0.3219
914,-1.0968,-0.061
915,-1.0761,-0.4647
916,-1.0913,-0.4423
917,-1.1473,0.1274
918,-1.2571,0.0685
919,-1.1972,-0.0497
920,-1.1598,-0.1064
921,-1.0577,-0.2131
922,-1.0996,-0.06
923,-1.2239,-0.1445
924,-1.2693,-0.3658
925,-1.2882,0.0768
926,-0.8909,0.0048
927,-0.8671,-0.0116
928,-0.8956,0.4569
929,-1.0593,-0.003
930,-1.1272,0.1377
931,-0.9527,-0.1294
932,-0.8694,-0.0826
933,-0.9483,0.1538
934,-1.0,0.0477
935,-0.7431,-0.1616
936,-0.8808,-0.3731
937,-1.0663,-0.2001
938,-1.0196,-0.2919
939,-0.9428,-0.0272
940,-0.9246,-0.3455
941,-1.2309,0.0812
942,-0.9217,-0.2752
943,-0.8595,-0.0811
944,-1.0905,-0.5863
945,-1.2299,-0.3522
946,-0.8927,-0.3539
947,-1.0423,-0.2518
948,-1.0609,-0.2806
949,-0.9192,-0.3836
950,-1.034,-0.0142
951,-1.0724,-0.499
952,-0.9434,-0.2705
953,-1.0434,-0.4282
954,-0.9509,-0.027
955,-0.9375,-0.2585
956,-1.1034,-0.3335
957,-1.13,-0.3197
958,-0.9471,-0.0863
959,-0.6563,-0.3081
960,-0.8576,-0.0594
961,-0.9415,-0.0372
962,-0.9976,-0.3119
963,-0.8593,0.0188
964,-1.0311,0.1836
965,-0.9287,0.4178
966,-0.8045,-0.186
967,-0.7959,-0.156
968,-0.9112,-0.3171
969,-0.8782,-0.1054
970,-0.7989,-0.1177
971,-0.7243,-0.2725
972,-1.0851,-0.0014
973,-0.5919,0.1932
974,-0.9647,-0.043
975,-0.8822,0.0005
976,-0.9449,0.0139
977,-1.0027,-0.2728
978,-0.7456,-0.2233
979,-0.654,0.0268
980,-1.0906,-0.1081
981,-0.8467,0.1738
982,-0.7762,0.1214
983,-0.9584,-0.0951
984,-0.8747,-0.0147
985,-0.8962,-0.3523
986,-0.6235,0.0093
987,-0.7883,-0.1847
988,-0.8693,0.04
989,-0.7696,0.2237
990,-0.7664,-0.3226
991,-0.5697,0.0703
992,-0.9282,0.1468
993,-0.758,-0.0732
994,-0.8467,-0.4306
995,-0.5612,0.2174
996,-0.6619,-0.1044
997,-0.9776,0.2171
998,-0.5863,-0.1975
999,-1.2468,-0.0048
1000,-0.9365,0.0173
1001,-0.9632,0.0111
1002,-1.0393,0.0618
1003,-0.9995,-0.0602
1004,-0.864,-0.2482
1005,-0.9584,0.2343
1006,-1.0861,-0.4046
1007,-0.798,-0.1572
1008,-1.0717,0.0016
1009,-0.9963,-0.3091
1010,-0.8564,-0.5049
1011,-0.8759,-0.0384
1012,-1.2916,-0.0064
1013,-0.6605,-0.2486
1014,-1.104,0.0149
1015,-0.8012,0.2118
1016,-0.7821,-0.1573
1017,-1.1564,-0.042
1018,-1.1121,-0.2294
1019,-1.0655,-0.0006
1020,-0.8066,-0.0284
1021,-0.6943,0.0508
1022,-0.7123,-0.1063
1023,-0.9553,-0.2646
1024,-0.7221,0.1126
1025,-1.1524,0.3226
1026,-0.8922,-0.0662
1027,-0.9178,-0.0202
1028,-0.9656,0.2047
1029,-0.6038,0.0748
1030,-0.9808,0.1126
1031,-0.9133,0.0823
1032,-1.0921,0.1648
1033,-1.0524,-0.2359
1034,-0.8557,0.0334
1035,-0.7843,0.1136
1036,-0.7597,0.019
1037,-0.722,-0.086
1038,-1.1305,0.3341
1039,-0.9262,0.0029
1040,-0.7202,0.0196
1041,-0.9697,-0.3697
